DeepFlavourC;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnP,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02141301987"
1,TnP,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.994320286561"
1,TnP,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04850575318"
1,TnP,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01827356583"
1,TnP,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02455247391"
1,TnP,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01746584516"
1,TnP,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02536019458"
1,TnP,down_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02135415196"
1,TnP,up_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02147188778"
1,TnP,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01668758007"
1,TnP,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02613845967"
1,TnP,down_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02124224247"
1,TnP,up_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02158379727"
1,TnP,down_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02134774262"
1,TnP,up_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02147829712"
1,TnP,down_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02085384982"
1,TnP,up_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02197218992"
1,TnP,down_bfragmentation,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02127731789"
1,TnP,up_bfragmentation,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02154872184"
1,TnP,down_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01340455612"
1,TnP,up_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02942148362"
1,TnP,down_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01643203886"
1,TnP,up_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02639400088"
1,TnP,central,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.907270985058"
1,TnP,down,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.876592878536"
1,TnP,up,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.93794909158"
1,TnP,down_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.904166183209"
1,TnP,up_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.910375786907"
1,TnP,down_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.906319406146"
1,TnP,up_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.90822256397"
1,TnP,down_bdecay,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.907208839956"
1,TnP,up_bdecay,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.90733313016"
1,TnP,down_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.901292458492"
