DeepCSVC;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnP,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992235799093"
0,TnP,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.961522030836"
0,TnP,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.02294956735"
0,TnP,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.987601887857"
0,TnP,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.99686971033"
0,TnP,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.99216275493"
0,TnP,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992308843257"
0,TnP,down_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992132774959"
0,TnP,up_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992338823227"
0,TnP,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.986498106992"
0,TnP,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.997973491195"
0,TnP,down_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.991526065761"
0,TnP,up_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992945532425"
0,TnP,down_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.991857937351"
0,TnP,up_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992613660835"
0,TnP,down_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.988838456248"
0,TnP,up_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.995633141939"
0,TnP,down_bfragmentation,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.990630177703"
0,TnP,up_bfragmentation,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.993841420483"
0,TnP,down_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.979166966606"
0,TnP,up_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00530463158"
0,TnP,down_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.988551997248"
0,TnP,up_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.995919600939"
0,TnP,down_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.99162847703"
0,TnP,up_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992843121156"
0,TnP,down_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.991957953462"
0,TnP,up_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.992513644725"
0,TnP,central,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.961575904963"
0,TnP,down,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.929346986188"
0,TnP,up,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.993804823737"
0,TnP,down_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.961302487373"
0,TnP,up_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.961849322552"
0,TnP,down_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.959894885039"
0,TnP,up_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.963256924887"
0,TnP,down_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.946872366644"
0,TnP,up_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.976279443281"
0,TnP,down_isr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.961250141455"
0,TnP,up_isr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.96190166847"
0,TnP,down_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.960442163436"
0,TnP,up_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.962709646489"
0,TnP,down_bfragmentation,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.956139169287"
0,TnP,up_bfragmentation,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.967012640638"
0,TnP,down_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.943566055145"
0,TnP,up_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.97958575478"
0,TnP,down_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.961187561682"
0,TnP,up_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.961964248243"
0,TnP,down_topmass,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.960620827305"
0,TnP,up_topmass,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.96253098262"
0,TnP,down_tune,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.960148415699"
0,TnP,up_tune,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.963003394227"
0,TnP,central,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01918022975"
0,TnP,down,0,-2.4,2.4,70.0,100.0,0.0,1.0,"0.993500316831"
0,TnP,up,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.04486014267"
0,TnP,down_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01906674225"
0,TnP,up_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01929371725"
0,TnP,down_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.0179313356"
0,TnP,up_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.0204291239"
0,TnP,down_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00555809441"
0,TnP,up_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.03280236509"
0,TnP,down_isr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01887959359"
0,TnP,up_isr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01948086591"
