DeepCSV,OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,SFs
0,twotag,Central,0,-2.4,2.4,20,30,0,1,2.86203489127
0,twotag,Central,0,-2.4,2.4,30,50,0,1,1.30794960368
0,twotag,Central,0,-2.4,2.4,50,70,0,1,1.12236809869
0,twotag,Central,0,-2.4,2.4,70,100,0,1,1.05157553056
0,twotag,Central,0,-2.4,2.4,100,140,0,1,1.03335424485
0,twotag,Central,0,-2.4,2.4,140,200,0,1,1.01551162317
0,twotag,Central,0,-2.4,2.4,200,300,0,1,0.989701228263
0,twotag,Central,0,-2.4,2.4,300,600,0,1,0.791138501875
0,twotag,Central,0,-2.4,2.4,600,1000,0,1,1.0
0,twotag,Up,0,-2.4,2.4,20,30,0,1,5.77909472782
0,twotag,Down,0,-2.4,2.4,20,30,0,1,2.25704673018
0,twotag,Up,0,-2.4,2.4,30,50,0,1,1.60375062522
0,twotag,Down,0,-2.4,2.4,30,50,0,1,1.16326218313
0,twotag,Up,0,-2.4,2.4,50,70,0,1,1.22077084685
0,twotag,Down,0,-2.4,2.4,50,70,0,1,1.05625361105
0,twotag,Up,0,-2.4,2.4,70,100,0,1,1.09258399102
0,twotag,Down,0,-2.4,2.4,70,100,0,1,1.01332381379
0,twotag,Up,0,-2.4,2.4,100,140,0,1,1.06914419549
0,twotag,Down,0,-2.4,2.4,100,140,0,1,0.995025644447
0,twotag,Up,0,-2.4,2.4,140,200,0,1,1.05409926987
0,twotag,Down,0,-2.4,2.4,140,200,0,1,0.975122326377
0,twotag,Up,0,-2.4,2.4,200,300,0,1,1.06202731091
0,twotag,Down,0,-2.4,2.4,200,300,0,1,0.92199537146
0,twotag,Up,0,-2.4,2.4,300,600,0,1,0.995876538759
0,twotag,Down,0,-2.4,2.4,300,600,0,1,0.512956384108
0,twotag,Up,0,-2.4,2.4,600,1000,0,1,1.0
0,twotag,Down,0,-2.4,2.4,600,1000,0,1,1.0
1,twotag,Central,0,-2.4,2.4,20,30,0,1,1.0
1,twotag,Central,0,-2.4,2.4,30,50,0,1,1.1210266595
1,twotag,Central,0,-2.4,2.4,50,70,0,1,1.00820184924
1,twotag,Central,0,-2.4,2.4,70,100,0,1,0.980555889986
1,twotag,Central,0,-2.4,2.4,100,140,0,1,0.958485815279
1,twotag,Central,0,-2.4,2.4,140,200,0,1,0.946524903897
1,twotag,Central,0,-2.4,2.4,200,300,0,1,0.930615117572
1,twotag,Central,0,-2.4,2.4,300,600,0,1,0.641263174591
1,twotag,Central,0,-2.4,2.4,600,1000,0,1,1.0
1,twotag,Up,0,-2.4,2.4,20,30,0,1,1.0
1,twotag,Down,0,-2.4,2.4,20,30,0,1,1.0
1,twotag,Up,0,-2.4,2.4,30,50,0,1,1.28564223498
1,twotag,Down,0,-2.4,2.4,30,50,0,1,1.04441580527
1,twotag,Up,0,-2.4,2.4,50,70,0,1,1.09392888981
1,twotag,Down,0,-2.4,2.4,50,70,0,1,0.963639777824
1,twotag,Up,0,-2.4,2.4,70,100,0,1,1.00472628843
1,twotag,Down,0,-2.4,2.4,70,100,0,1,0.972433586549
1,twotag,Up,0,-2.4,2.4,100,140,0,1,0.969711282643
1,twotag,Down,0,-2.4,2.4,100,140,0,1,0.945845601294
1,twotag,Up,0,-2.4,2.4,140,200,0,1,0.965531577197
1,twotag,Down,0,-2.4,2.4,140,200,0,1,0.927149305306
1,twotag,Up,0,-2.4,2.4,200,300,0,1,1.04010167522
1,twotag,Down,0,-2.4,2.4,200,300,0,1,0.89094514029
1,twotag,Up,0,-2.4,2.4,300,600,0,1,0.823650547579
1,twotag,Down,0,-2.4,2.4,300,600,0,1,0.380859508305
1,twotag,Up,0,-2.4,2.4,600,1000,0,1,1.0
1,twotag,Down,0,-2.4,2.4,600,1000,0,1,1.0
2,twotag,Central,0,-2.4,2.4,20,30,0,1,1.0
2,twotag,Central,0,-2.4,2.4,30,50,0,1,1.06681593469
2,twotag,Central,0,-2.4,2.4,50,70,0,1,0.97434161691
2,twotag,Central,0,-2.4,2.4,70,100,0,1,0.961070670547
2,twotag,Central,0,-2.4,2.4,100,140,0,1,0.939407723197
2,twotag,Central,0,-2.4,2.4,140,200,0,1,0.934091618233
2,twotag,Central,0,-2.4,2.4,200,300,0,1,0.896932411486
2,twotag,Central,0,-2.4,2.4,300,600,0,1,1.0
2,twotag,Central,0,-2.4,2.4,600,1000,0,1,1.0
2,twotag,Up,0,-2.4,2.4,20,30,0,1,1.0
2,twotag,Down,0,-2.4,2.4,20,30,0,1,1.0
2,twotag,Up,0,-2.4,2.4,30,50,0,1,1.2005537081
2,twotag,Down,0,-2.4,2.4,30,50,0,1,0.999503424265
2,twotag,Up,0,-2.4,2.4,50,70,0,1,1.08055695347
2,twotag,Down,0,-2.4,2.4,50,70,0,1,0.926950411903
2,twotag,Up,0,-2.4,2.4,70,100,0,1,1.01572509797
2,twotag,Down,0,-2.4,2.4,70,100,0,1,0.949339617794
2,twotag,Up,0,-2.4,2.4,100,140,0,1,0.955216016277
2,twotag,Down,0,-2.4,2.4,100,140,0,1,0.930661457782
2,twotag,Up,0,-2.4,2.4,140,200,0,1,0.971238326379
2,twotag,Down,0,-2.4,2.4,140,200,0,1,0.914868148201
2,twotag,Up,0,-2.4,2.4,200,300,0,1,1.08032146741
2,twotag,Down,0,-2.4,2.4,200,300,0,1,0.859924103799
2,twotag,Up,0,-2.4,2.4,300,600,0,1,1.0
2,twotag,Down,0,-2.4,2.4,300,600,0,1,1.0
2,twotag,Up,0,-2.4,2.4,600,1000,0,1,1.0
2,twotag,Down,0,-2.4,2.4,600,1000,0,1,1.0
