JP;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, ip3d, central, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92352098226547241" 
0, ip3d, central, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97316598892211914" 
0, ip3d, central, 0, -2.4, 2.4, 70, 100, 0, 1, "1.003309965133667" 
0, ip3d, central, 0, -2.4, 2.4, 100, 140, 0, 1, "0.99836200475692749" 
0, ip3d, central, 0, -2.4, 2.4, 140, 200, 0, 1, "0.97358399629592896" 
0, ip3d, central, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98733502626419067" 
0, ip3d, central, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0155099630355835" 
0, ip3d, down, 0, -2.4, 2.4, 30, 50, 0, 1, "0.88574963808059692" 
0, ip3d, down, 0, -2.4, 2.4, 50, 70, 0, 1, "0.9446256160736084" 
0, ip3d, down, 0, -2.4, 2.4, 70, 100, 0, 1, "0.95715534687042236" 
0, ip3d, down, 0, -2.4, 2.4, 100, 140, 0, 1, "0.93858534097671509" 
0, ip3d, down, 0, -2.4, 2.4, 140, 200, 0, 1, "0.90049231052398682" 
0, ip3d, down, 0, -2.4, 2.4, 200, 300, 0, 1, "0.91941738128662109" 
0, ip3d, down, 0, -2.4, 2.4, 300, 670, 0, 1, "0.89199143648147583" 
0, ip3d, down_bcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.91081398725509644" 
0, ip3d, down_bcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97038698196411133" 
0, ip3d, down_bcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "1.002905011177063" 
0, ip3d, down_bcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.95328801870346069" 
0, ip3d, down_bcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.91349297761917114" 
0, ip3d, down_bcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.99882102012634277" 
0, ip3d, down_bcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0155099630355835" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92853802442550659" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 50, 70, 0, 1, "0.9759640097618103" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0099689960479736" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 100, 140, 0, 1, "1.0037679672241211" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 140, 200, 0, 1, "0.97206598520278931" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98465698957443237" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0092699527740479" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92362695932388306" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97264599800109863" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0051289796829224" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 100, 140, 0, 1, "1.0010899305343628" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 140, 200, 0, 1, "0.98212498426437378" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0069799423217773" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0611799955368042" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 30, 50, 0, 1, "0.89168602228164673" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 50, 70, 0, 1, "0.95268696546554565" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 70, 100, 0, 1, "0.98937892913818359" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 100, 140, 0, 1, "0.98074597120285034" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 140, 200, 0, 1, "0.9771379828453064" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 200, 300, 0, 1, "0.9752240777015686" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0155099630355835" 
0, ip3d, down_l2c, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92162597179412842" 
0, ip3d, down_l2c, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97435098886489868" 
0, ip3d, down_l2c, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0076450109481812" 
0, ip3d, down_l2c, 0, -2.4, 2.4, 100, 140, 0, 1, "1.0114560127258301" 
0, ip3d, down_l2c, 0, -2.4, 2.4, 140, 200, 0, 1, "0.99425798654556274" 
0, ip3d, down_l2c, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0221600532531738" 
0, ip3d, down_l2c, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0661699771881104" 
0, ip3d, down_mudr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.91790902614593506" 
0, ip3d, down_mudr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97605901956558228" 
0, ip3d, down_mudr, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0326129198074341" 
0, ip3d, down_mudr, 0, -2.4, 2.4, 100, 140, 0, 1, "1.0153800249099731" 
