DeepCSVC;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnP,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00480242644"
0,TnP,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.9746351345"
0,TnP,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.03496971838"
0,TnP,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.99918301344"
0,TnP,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01042183944"
0,TnP,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00453509248"
0,TnP,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0050697604"
0,TnP,down_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0046778926"
0,TnP,up_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00492696028"
0,TnP,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.995456812438"
0,TnP,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01414804044"
0,TnP,down_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00448125502"
0,TnP,up_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00512359786"
0,TnP,down_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0044884828"
0,TnP,up_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00511637008"
0,TnP,down_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00333512976"
0,TnP,up_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00626972312"
0,TnP,down_bfragmentation,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0045817417"
0,TnP,up_bfragmentation,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00502311118"
0,TnP,down_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.990944550867"
0,TnP,up_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.01866030201"
0,TnP,down_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00386688779"
0,TnP,up_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00573796509"
0,TnP,central,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.954661606644"
0,TnP,down,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.92071657081"
0,TnP,up,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.988606642478"
0,TnP,down_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.949785778079"
0,TnP,up_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.959537435209"
0,TnP,down_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.953970980851"
0,TnP,up_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.955352232437"
0,TnP,down_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.936463115152"
0,TnP,up_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.972860098136"
0,TnP,down_isr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.954428573166"
0,TnP,up_isr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.954894640122"
0,TnP,down_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.951803826656"
0,TnP,up_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.957519386632"
0,TnP,down_bfragmentation,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.953927839032"
0,TnP,up_bfragmentation,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.955395374256"
0,TnP,down_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.933846127311"
0,TnP,up_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.975477085977"
0,TnP,down_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.952472013782"
0,TnP,up_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.956851199506"
0,TnP,central,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05449753913"
0,TnP,down,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.02841953968"
0,TnP,up,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.08057553857"
0,TnP,down_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.0527819944"
0,TnP,up_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05621308385"
0,TnP,down_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05403893795"
0,TnP,up_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05495614031"
0,TnP,down_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.04011157274"
0,TnP,up_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.06888350552"
0,TnP,down_isr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05432558391"
0,TnP,up_isr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05466949434"
0,TnP,down_fsr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05427682742"
0,TnP,up_fsr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05471825084"
0,TnP,down_mescales,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05221218734"
0,TnP,up_mescales,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.05678289092"
