CSVv2;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptmax,discrMin,discrMax,formula
0,lt,central,0,0,2.4,20.0,30.0,0,1,0.994665145874
0,lt,up,0,0,2.4,20.0,30.0,0,1,1.09927419153
0,lt,down,0,0,2.4,20.0,30.0,0,1,0.914458650789
0,lt,up_jes,0,0,2.4,20.0,30.0,0,1,1.02761700023
0,lt,down_jes,0,0,2.4,20.0,30.0,0,1,0.972705423832
0,lt,up_gluonsplitting,0,0,2.4,20.0,30.0,0,1,0.999275386333
0,lt,down_gluonsplitting,0,0,2.4,20.0,30.0,0,1,0.989648044109
0,lt,up_bfragmentation,0,0,2.4,20.0,30.0,0,1,1.00574922562
0,lt,down_bfragmentation,0,0,2.4,20.0,30.0,0,1,0.975192308426
0,lt,up_cfragmentation,0,0,2.4,20.0,30.0,0,1,0.994665145874
0,lt,down_cfragmentation,0,0,2.4,20.0,30.0,0,1,0.994665145874
0,lt,up_dmux,0,0,2.4,20.0,30.0,0,1,0.994665145874
0,lt,down_dmux,0,0,2.4,20.0,30.0,0,1,0.994273662567
0,lt,up_csv,0,0,2.4,20.0,30.0,0,1,1.04993200302
0,lt,down_csv,0,0,2.4,20.0,30.0,0,1,1.02801704407
0,lt,up_ksl,0,0,2.4,20.0,30.0,0,1,0.994739174843
0,lt,down_ksl,0,0,2.4,20.0,30.0,0,1,0.994665145874
0,lt,up_cb,0,0,2.4,20.0,30.0,0,1,0.995264459139
0,lt,down_cb,0,0,2.4,20.0,30.0,0,1,0.994065832609
0,lt,up_ltothers,0,0,2.4,20.0,30.0,0,1,1.06871157552
0,lt,down_ltothers,0,0,2.4,20.0,30.0,0,1,0.920618716224
0,lt,up_statistic,0,0,2.4,20.0,30.0,0,1,1.00260892166
0,lt,down_statistic,0,0,2.4,20.0,30.0,0,1,0.986721370089
0,lt,central,0,0,2.4,30.0,50.0,0,1,0.993326604366
0,lt,up,0,0,2.4,30.0,50.0,0,1,1.0456333179
0,lt,down,0,0,2.4,30.0,50.0,0,1,0.96741450185
0,lt,up_jes,0,0,2.4,30.0,50.0,0,1,1.00038743019
0,lt,down_jes,0,0,2.4,30.0,50.0,0,1,0.98285855014
0,lt,up_gluonsplitting,0,0,2.4,30.0,50.0,0,1,0.99775660038
0,lt,down_gluonsplitting,0,0,2.4,30.0,50.0,0,1,0.988778352737
0,lt,up_bfragmentation,0,0,2.4,30.0,50.0,0,1,1.00143873692
0,lt,down_bfragmentation,0,0,2.4,30.0,50.0,0,1,0.98709821701
0,lt,up_cfragmentation,0,0,2.4,30.0,50.0,0,1,0.993326365948
0,lt,down_cfragmentation,0,0,2.4,30.0,50.0,0,1,0.993326365948
0,lt,up_dmux,0,0,2.4,30.0,50.0,0,1,0.993326365948
0,lt,down_dmux,0,0,2.4,30.0,50.0,0,1,0.989537835121
0,lt,up_csv,0,0,2.4,30.0,50.0,0,1,1.03337371349
0,lt,down_csv,0,0,2.4,30.0,50.0,0,1,1.01588571072
0,lt,up_ksl,0,0,2.4,30.0,50.0,0,1,0.993287980556
0,lt,down_ksl,0,0,2.4,30.0,50.0,0,1,0.993326365948
0,lt,up_cb,0,0,2.4,30.0,50.0,0,1,0.993547839067
0,lt,down_cb,0,0,2.4,30.0,50.0,0,1,0.993105369666
0,lt,up_ltothers,0,0,2.4,30.0,50.0,0,1,1.01485091198
0,lt,down_ltothers,0,0,2.4,30.0,50.0,0,1,0.971802296749
0,lt,up_statistic,0,0,2.4,30.0,50.0,0,1,0.998294145809
0,lt,down_statistic,0,0,2.4,30.0,50.0,0,1,0.988359062924
0,lt,central,0,0,2.4,50.0,70.0,0,1,1.0019659996
0,lt,up,0,0,2.4,50.0,70.0,0,1,1.05128087463
0,lt,down,0,0,2.4,50.0,70.0,0,1,0.962967859285
0,lt,up_jes,0,0,2.4,50.0,70.0,0,1,1.01345070927
0,lt,down_jes,0,0,2.4,50.0,70.0,0,1,0.999040305614
0,lt,up_gluonsplitting,0,0,2.4,50.0,70.0,0,1,1.01123595238
0,lt,down_gluonsplitting,0,0,2.4,50.0,70.0,0,1,0.991950035095
0,lt,up_bfragmentation,0,0,2.4,50.0,70.0,0,1,1.00839948654
0,lt,down_bfragmentation,0,0,2.4,50.0,70.0,0,1,0.99763327837
0,lt,up_cfragmentation,0,0,2.4,50.0,70.0,0,1,1.00196588039
0,lt,down_cfragmentation,0,0,2.4,50.0,70.0,0,1,1.00196588039
0,lt,up_dmux,0,0,2.4,50.0,70.0,0,1,1.00196588039
0,lt,down_dmux,0,0,2.4,50.0,70.0,0,1,0.999583661556
0,lt,up_csv,0,0,2.4,50.0,70.0,0,1,1.02576863766
0,lt,down_csv,0,0,2.4,50.0,70.0,0,1,1.01675283909
0,lt,up_ksl,0,0,2.4,50.0,70.0,0,1,1.00188028812
0,lt,down_ksl,0,0,2.4,50.0,70.0,0,1,1.00196588039
0,lt,up_cb,0,0,2.4,50.0,70.0,0,1,1.00214790781
0,lt,down_cb,0,0,2.4,50.0,70.0,0,1,1.0017840914
0,lt,up_ltothers,0,0,2.4,50.0,70.0,0,1,1.0381771472
0,lt,down_ltothers,0,0,2.4,50.0,70.0,0,1,0.965754852009
0,lt,up_statistic,0,0,2.4,50.0,70.0,0,1,1.01069755519
0,lt,down_statistic,0,0,2.4,50.0,70.0,0,1,0.993234444021
0,lt,central,0,0,2.4,70.0,100.0,0,1,0.964852511883
0,lt,up,0,0,2.4,70.0,100.0,0,1,1.01876357992
0,lt,down,0,0,2.4,70.0,100.0,0,1,0.919609743744
0,lt,up_jes,0,0,2.4,70.0,100.0,0,1,0.97387496614
0,lt,down_jes,0,0,2.4,70.0,100.0,0,1,0.964852511883
0,lt,up_gluonsplitting,0,0,2.4,70.0,100.0,0,1,0.976395428181
0,lt,down_gluonsplitting,0,0,2.4,70.0,100.0,0,1,0.951904952526
0,lt,up_bfragmentation,0,0,2.4,70.0,100.0,0,1,0.978017628193
0,lt,down_bfragmentation,0,0,2.4,70.0,100.0,0,1,0.953826785088
0,lt,up_cfragmentation,0,0,2.4,70.0,100.0,0,1,0.96485131979
0,lt,down_cfragmentation,0,0,2.4,70.0,100.0,0,1,0.96485131979
0,lt,up_dmux,0,0,2.4,70.0,100.0,0,1,0.96485131979
0,lt,down_dmux,0,0,2.4,70.0,100.0,0,1,0.961354494095
