kin ;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, kin, central, 0, -2.4, 2.4, 30, 50, 0, 1, "0.964403450489"
0, kin, central, 0, -2.4, 2.4, 50, 70, 0, 1, "0.958738923073"
0, kin, central, 0, -2.4, 2.4, 70, 100, 0, 1, "0.958408653736"
0, kin, central, 0, -2.4, 2.4, 100, 140, 0, 1, "0.959267616272"
0, kin, central, 0, -2.4, 2.4, 140, 200, 0, 1, "0.949074387550"
0, kin, central, 0, -2.4, 2.4, 200, 300, 0, 1, "0.932909905910"
0, kin, central, 0, -2.4, 2.4, 300, 600, 0, 1, "0.906148135662"
0, kin, down_jer, 0, -2.4, 2.4, 30, 50, 0, 1, "0.961510240138"
0, kin, down_jer, 0, -2.4, 2.4, 50, 70, 0, 1, "0.958710160905"
0, kin, down_jer, 0, -2.4, 2.4, 70, 100, 0, 1, "0.958370317390"
0, kin, down_jer, 0, -2.4, 2.4, 100, 140, 0, 1, "0.959075762749"
0, kin, down_jer, 0, -2.4, 2.4, 140, 200, 0, 1, "0.949036424574"
0, kin, down_jer, 0, -2.4, 2.4, 200, 300, 0, 1, "0.932853931316"
0, kin, down_jer, 0, -2.4, 2.4, 300, 600, 0, 1, "0.904335839391"
0, kin, down_qcdscale, 0, -2.4, 2.4, 30, 50, 0, 1, "0.961510240138"
0, kin, down_qcdscale, 0, -2.4, 2.4, 50, 70, 0, 1, "0.957971931935"
0, kin, down_qcdscale, 0, -2.4, 2.4, 70, 100, 0, 1, "0.958351149217"
0, kin, down_qcdscale, 0, -2.4, 2.4, 100, 140, 0, 1, "0.958692055702"
0, kin, down_qcdscale, 0, -2.4, 2.4, 140, 200, 0, 1, "0.948125313162"
0, kin, down_qcdscale, 0, -2.4, 2.4, 200, 300, 0, 1, "0.932630032938"
0, kin, down_qcdscale, 0, -2.4, 2.4, 300, 600, 0, 1, "0.905241987526"
0, kin, down_sel, 0, -2.4, 2.4, 30, 50, 0, 1, "0.962474643588"
0, kin, down_sel, 0, -2.4, 2.4, 50, 70, 0, 1, "0.957780184150"
0, kin, down_sel, 0, -2.4, 2.4, 70, 100, 0, 1, "0.957450245082"
0, kin, down_sel, 0, -2.4, 2.4, 100, 140, 0, 1, "0.958692055702"
0, kin, down_sel, 0, -2.4, 2.4, 140, 200, 0, 1, "0.948694757795"
0, kin, down_sel, 0, -2.4, 2.4, 200, 300, 0, 1, "0.932443450957"
0, kin, down_sel, 0, -2.4, 2.4, 300, 600, 0, 1, "0.906057520848"
0, kin, down_trig, 0, -2.4, 2.4, 30, 50, 0, 1, "0.962474643588"
0, kin, down_trig, 0, -2.4, 2.4, 50, 70, 0, 1, "0.957780184150"
0, kin, down_trig, 0, -2.4, 2.4, 70, 100, 0, 1, "0.957450245082"
0, kin, down_trig, 0, -2.4, 2.4, 100, 140, 0, 1, "0.958692055702"
0, kin, down_trig, 0, -2.4, 2.4, 140, 200, 0, 1, "0.948694757795"
0, kin, down_trig, 0, -2.4, 2.4, 200, 300, 0, 1, "0.932443450957"
0, kin, down_trig, 0, -2.4, 2.4, 300, 600, 0, 1, "0.906075643811"
0, kin, down_jes, 0, -2.4, 2.4, 30, 50, 0, 1, "0.962474643588"
0, kin, down_jes, 0, -2.4, 2.4, 50, 70, 0, 1, "0.957876058042"
0, kin, down_jes, 0, -2.4, 2.4, 70, 100, 0, 1, "0.958025290275"
0, kin, down_jes, 0, -2.4, 2.4, 100, 140, 0, 1, "0.959075762749"
0, kin, down_jes, 0, -2.4, 2.4, 140, 200, 0, 1, "0.948979480111"
0, kin, down_jes, 0, -2.4, 2.4, 200, 300, 0, 1, "0.932443450957"
0, kin, down_jes, 0, -2.4, 2.4, 300, 600, 0, 1, "0.905604446781"
0, kin, down_mistag, 0, -2.4, 2.4, 30, 50, 0, 1, "0.958617029786"
