DeepFlavourC;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnP,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04989360988"
1,TnP,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00439999165"
1,TnP,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0953872281"
1,TnP,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04807280888"
1,TnP,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05171441087"
1,TnP,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04826464682"
1,TnP,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05152257294"
1,TnP,down_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04977003586"
1,TnP,up_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0500171839"
1,TnP,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04774424575"
1,TnP,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.052042974"
1,TnP,down_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00439999165"
1,TnP,up_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0953872281"
1,TnP,down_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04619345271"
1,TnP,up_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05359376704"
1,TnP,down_hdamp,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04500964224"
1,TnP,up_hdamp,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05477757751"
1,TnP,down_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.00515118757"
1,TnP,up_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.09463603219"
1,TnP,down_psscale,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04898046417"
1,TnP,up_psscale,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05080675558"
1,TnP,down_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04875337247"
1,TnP,up_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05103384729"
1,TnP,down_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04575882597"
1,TnP,up_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05402839378"
1,TnP,down_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.04615558509"
1,TnP,up_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.05363163467"
1,TnP,central,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.989852202755"
1,TnP,down,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.942276566774"
1,TnP,up,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.03742783874"
1,TnP,down_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.988824457732"
1,TnP,up_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.990879947779"
1,TnP,down_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.985394435347"
1,TnP,up_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.994309970164"
1,TnP,down_bdecay,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.989835132655"
1,TnP,up_bdecay,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.989869272856"
1,TnP,down_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.988019150206"
1,TnP,up_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.991685255305"
1,TnP,down_ALL,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.942276566774"
1,TnP,up_ALL,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.03742783874"
1,TnP,down_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.986516699823"
1,TnP,up_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.993187705687"
1,TnP,down_hdamp,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.988991362947"
1,TnP,up_hdamp,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.990713042564"
1,TnP,down_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.943064279471"
1,TnP,up_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.03664012604"
1,TnP,down_psscale,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.989136313467"
1,TnP,up_psscale,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.990568092044"
1,TnP,down_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.987091409295"
1,TnP,up_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.992612996216"
