DeepCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPH,up_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.21789"
2,TnPH,down_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.22024"
2,TnPH,up_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.217"
2,TnPH,down_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.22982"
2,TnPH,up_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.23202"
2,TnPH,down_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.23416"
2,TnPH,up_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.21505"
2,TnPH,down_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.23773"
2,TnPH,up_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.22799"
2,TnPL,central,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20124"
2,TnPL,down,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.19113"
2,TnPL,up,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.21134"
2,TnPL,down_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.19371"
2,TnPL,up_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20876"
2,TnPL,down_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20383"
2,TnPL,up_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.19948"
2,TnPL,down_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.203"
2,TnPL,up_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20148"
2,TnPL,down_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20154"
2,TnPL,up_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20045"
2,TnPL,down_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20085"
2,TnPL,up_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.2014"
2,TnPL,down_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20384"
2,TnPL,up_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20033"
2,TnPL,down_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20204"
2,TnPL,up_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20204"
2,TnPL,down_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20097"
2,TnPL,up_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20114"
2,TnPL,down_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20148"
2,TnPL,up_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20058"
2,TnPL,down_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20366"
2,TnPL,up_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20761"
2,TnPL,down_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20446"
