ComCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPH,down_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0048"
2,TnPH,up_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.92946"
2,TnPH,down_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.89365"
2,TnPH,up_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.89365"
2,TnPH,down_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.96342"
2,TnPH,up_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.95875"
2,TnPH,down_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.9759"
2,TnPH,up_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.94486"
2,TnPH,down_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0121"
2,TnPH,up_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.92238"
2,TnPH,down_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.9334"
2,TnPH,up_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0665"
2,TnPH,down_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.97668"
2,TnPH,up_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.91476"
2,TnPL,central,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0471"
2,TnPL,down,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.89292"
2,TnPL,up,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.2014"
2,TnPL,down_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.97328"
2,TnPL,up_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.121"
2,TnPL,down_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0711"
2,TnPL,up_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.99871"
2,TnPL,down_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0628"
2,TnPL,up_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0491"
2,TnPL,down_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0656"
2,TnPL,up_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0301"
2,TnPL,down_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.049"
2,TnPL,up_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.052"
2,TnPL,down_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.086"
2,TnPL,up_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0192"
2,TnPL,down_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.053"
2,TnPL,up_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.053"
2,TnPL,down_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0509"
2,TnPL,up_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0499"
2,TnPL,down_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0615"
2,TnPL,up_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0337"
2,TnPL,down_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0394"
2,TnPL,up_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.01"
2,TnPL,down_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.012"
2,TnPL,up_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.88706"
2,TnPL,down_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0884"
2,TnPL,up_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0394"
2,TnPH,central,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.90591"
2,TnPH,down,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.36455"
2,TnPH,up,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.4473"
2,TnPH,down_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.84123"
2,TnPH,up_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.97059"
