ComCm;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnPH,central,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0741"
1,TnPH,down,0,-2.4,2.4,30.0,60.0,0.0,1.0,"0.96567"
1,TnPH,up,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1826"
1,TnPH,down_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0272"
1,TnPH,up_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.121"
1,TnPH,down_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.054"
1,TnPH,up_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0697"
1,TnPH,down_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0739"
1,TnPH,up_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0613"
1,TnPH,down_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0854"
1,TnPH,up_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.064"
1,TnPH,down_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0817"
1,TnPH,up_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0692"
1,TnPH,down_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0629"
1,TnPH,up_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.089"
1,TnPH,down_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0756"
1,TnPH,up_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0756"
1,TnPH,down_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0759"
1,TnPH,up_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0767"
1,TnPH,down_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0706"
1,TnPH,up_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0833"
1,TnPH,down_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0483"
1,TnPH,up_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1059"
1,TnPH,down_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"0.98578"
1,TnPH,up_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1062"
1,TnPH,down_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"0.98949"
1,TnPH,up_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0643"
1,TnPL,central,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1571"
1,TnPL,down,0,-2.4,2.4,30.0,60.0,0.0,1.0,"0.98463"
1,TnPL,up,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.3295"
1,TnPL,down_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0866"
1,TnPL,up_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.2276"
1,TnPL,down_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1848"
1,TnPL,up_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1513"
1,TnPL,down_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.2015"
1,TnPL,up_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1893"
1,TnPL,down_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.196"
1,TnPL,up_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1888"
1,TnPL,down_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1922"
1,TnPL,up_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1913"
1,TnPL,down_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1958"
1,TnPL,up_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1837"
1,TnPL,down_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1548"
1,TnPL,up_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1548"
1,TnPL,down_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1924"
1,TnPL,up_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1914"
1,TnPL,down_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.2097"
1,TnPL,up_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1721"
1,TnPL,down_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0993"
1,TnPL,up_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0977"
1,TnPL,down_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1131"
1,TnPL,up_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1474"
1,TnPL,down_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0021"
1,TnPL,up_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1733"
1,TnPH,central,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0381"
1,TnPH,down,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.88324"
1,TnPH,up,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.193"
1,TnPH,down_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.99087"
1,TnPH,up_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0853"
1,TnPH,down_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0639"
1,TnPH,up_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0586"
1,TnPH,down_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0667"
1,TnPH,up_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0628"
1,TnPH,down_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0734"
1,TnPH,up_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0549"
1,TnPH,down_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.066"
1,TnPH,up_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0628"
1,TnPH,down_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0493"
1,TnPH,up_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0761"
1,TnPH,down_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0395"
1,TnPH,up_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0395"
1,TnPH,down_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0634"
1,TnPH,up_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0657"
1,TnPH,down_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0561"
1,TnPH,up_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0755"
1,TnPH,down_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0615"
1,TnPH,up_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0492"
1,TnPH,down_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0529"
1,TnPH,up_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.2153"
1,TnPH,down_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0254"
1,TnPH,up_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0682"
1,TnPL,central,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0407"
1,TnPL,down,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.92165"
1,TnPL,up,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.1597"
1,TnPL,down_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.98843"
1,TnPL,up_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0929"
1,TnPL,down_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.036"
