ComCm;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnP,central,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.087"
1,TnP,down,0,-2.4,2.4,30.0,60.0,0.0,1.0,"0.98145"
1,TnP,up,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1925"
1,TnP,down_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0479"
1,TnP,up_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.126"
1,TnP,down_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0772"
1,TnP,up_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0967"
1,TnP,down_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0807"
1,TnP,up_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0932"
1,TnP,down_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0756"
1,TnP,up_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0983"
1,TnP,down_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0785"
1,TnP,up_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0955"
1,TnP,down_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0749"
1,TnP,up_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0991"
1,TnP,down_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.086"
1,TnP,up_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0879"
1,TnP,down_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0796"
1,TnP,up_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0944"
1,TnP,down_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0789"
1,TnP,up_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.095"
1,TnP,down_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0618"
1,TnP,up_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1121"
1,TnP,down_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0247"
1,TnP,up_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1492"
1,TnP,down_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.016"
1,TnP,up_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.158"
1,TnP,central,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.04"
1,TnP,down,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.92589"
1,TnP,up,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.1542"
1,TnP,down_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.005"
1,TnP,up_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0751"
1,TnP,down_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0318"
1,TnP,up_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0483"
1,TnP,down_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0227"
1,TnP,up_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0574"
1,TnP,down_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0183"
1,TnP,up_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0617"
1,TnP,down_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0179"
1,TnP,up_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0622"
1,TnP,down_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0175"
1,TnP,up_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0626"
1,TnP,down_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0334"
1,TnP,up_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0467"
1,TnP,down_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0182"
1,TnP,up_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0619"
1,TnP,down_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0183"
1,TnP,up_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0618"
1,TnP,down_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0078"
1,TnP,up_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0723"
1,TnP,down_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.95895"
1,TnP,up_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.1211"
1,TnP,down_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.98784"
1,TnP,up_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0922"
1,TnP,central,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1466"
1,TnP,down,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.0889"
1,TnP,up,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.2043"
1,TnP,down_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.114"
1,TnP,up_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1792"
1,TnP,down_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1298"
1,TnP,up_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1634"
1,TnP,down_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1391"
1,TnP,up_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1541"
1,TnP,down_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1369"
1,TnP,up_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1562"
1,TnP,down_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1373"
1,TnP,up_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1559"
1,TnP,down_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1331"
1,TnP,up_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1601"
1,TnP,down_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1415"
1,TnP,up_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1517"
1,TnP,down_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1374"
