DeepCm;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnPL,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.28633"
1,TnPL,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.30316"
1,TnPL,down_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29843"
1,TnPL,up_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29412"
1,TnPL,down_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29404"
1,TnPL,up_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29468"
1,TnPL,down_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29485"
1,TnPL,up_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29342"
1,TnPL,down_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29413"
1,TnPL,up_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29424"
1,TnPL,down_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29401"
1,TnPL,up_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29429"
1,TnPL,down_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29594"
1,TnPL,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29594"
1,TnPL,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29415"
1,TnPL,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29425"
1,TnPL,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29498"
1,TnPL,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29285"
1,TnPL,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29659"
1,TnPL,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29605"
1,TnPL,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29603"
1,TnPL,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29529"
1,TnPL,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29469"
1,TnPL,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.28885"
1,TnPH,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34687"
1,TnPH,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.30635"
1,TnPH,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.38739"
1,TnPH,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31472"
1,TnPH,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.37903"
1,TnPH,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.3541"
1,TnPH,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.35355"
