DeepCm;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnP,central,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0551"
1,TnP,down,0,-2.4,2.4,30.0,60.0,0.0,1.0,"0.97515"
1,TnP,up,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1351"
1,TnP,down_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0238"
1,TnP,up_statistic,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0864"
1,TnP,down_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0329"
1,TnP,up_JES,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0773"
1,TnP,down_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.048"
1,TnP,up_JER,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0622"
1,TnP,down_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0452"
1,TnP,up_FSR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.065"
1,TnP,down_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0457"
1,TnP,up_ISR,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0645"
1,TnP,down_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0211"
1,TnP,up_PU,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0891"
1,TnP,down_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0467"
1,TnP,up_BKG,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0635"
1,TnP,down_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0458"
1,TnP,up_BDecay,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0644"
1,TnP,down_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.044"
1,TnP,up_BFrag,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0662"
1,TnP,down_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.029"
1,TnP,up_MTOP,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0812"
1,TnP,down_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0303"
1,TnP,up_HD,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0799"
1,TnP,down_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.0044"
1,TnP,up_TUNE,0,-2.4,2.4,30.0,60.0,0.0,1.0,"1.1059"
1,TnP,central,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0479"
1,TnP,down,0,-2.4,2.4,60.0,100.0,0.0,1.0,"0.97772"
1,TnP,up,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.1181"
1,TnP,down_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0196"
1,TnP,up_statistic,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0763"
1,TnP,down_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0422"
1,TnP,up_JES,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0537"
1,TnP,down_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0386"
1,TnP,up_JER,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0573"
1,TnP,down_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0353"
1,TnP,up_FSR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0606"
1,TnP,down_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0347"
1,TnP,up_ISR,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0611"
1,TnP,down_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0272"
1,TnP,up_PU,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0686"
1,TnP,down_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0447"
1,TnP,up_BKG,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0511"
1,TnP,down_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0347"
1,TnP,up_BDecay,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0611"
1,TnP,down_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0348"
1,TnP,up_BFrag,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0611"
1,TnP,down_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0181"
1,TnP,up_MTOP,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0778"
1,TnP,down_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0042"
1,TnP,up_HD,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0917"
1,TnP,down_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.0379"
1,TnP,up_TUNE,0,-2.4,2.4,60.0,100.0,0.0,1.0,"1.058"
1,TnP,central,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1365"
1,TnP,down,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.0989"
1,TnP,up,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.174"
1,TnP,down_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1093"
1,TnP,up_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1636"
1,TnP,down_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.126"
1,TnP,up_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1469"
1,TnP,down_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1348"
1,TnP,up_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1381"
1,TnP,down_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1355"
1,TnP,up_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1374"
1,TnP,down_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1352"
1,TnP,up_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1378"
1,TnP,down_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1295"
1,TnP,up_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1434"
1,TnP,down_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1358"
1,TnP,up_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1371"
1,TnP,down_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1356"
1,TnP,up_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1373"
1,TnP,down_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.132"
1,TnP,up_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1409"
1,TnP,down_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.123"
1,TnP,up_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1499"
1,TnP,down_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1193"
1,TnP,up_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1536"
1,TnP,down_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1324"
1,TnP,up_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1405"
1,TnP,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1011"
1,TnP,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.063"
1,TnP,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1392"
1,TnP,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0726"
1,TnP,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1296"
1,TnP,down_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0912"
1,TnP,up_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1111"
1,TnP,down_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0992"
1,TnP,up_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.103"
1,TnP,down_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0976"
1,TnP,up_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1046"
1,TnP,down_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.099"
1,TnP,up_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1032"
1,TnP,down_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0989"
1,TnP,up_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1034"
1,TnP,down_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0966"
1,TnP,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1056"
1,TnP,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0991"
1,TnP,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1032"
1,TnP,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0961"
1,TnP,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1062"
1,TnP,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0941"
1,TnP,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1082"
1,TnP,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0975"
1,TnP,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1048"
1,TnP,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0847"
1,TnP,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1175"
1,TnP,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0729"
1,TnP,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.96748"
1,TnP,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.1784"
1,TnP,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0296"
1,TnP,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.1162"
1,TnP,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0434"
1,TnP,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.1025"
1,TnP,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0594"
1,TnP,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0865"
1,TnP,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0607"
1,TnP,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0851"
1,TnP,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.059"
1,TnP,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0868"
1,TnP,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0591"
1,TnP,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0868"
1,TnP,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0703"
1,TnP,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0756"
1,TnP,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0605"
1,TnP,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0853"
1,TnP,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0587"
1,TnP,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0871"
1,TnP,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0122"
1,TnP,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.1337"
1,TnP,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0277"
1,TnP,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.1181"
1,TnP,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0624"
1,TnP,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0835"
