ComCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnP,down_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.83853"
2,TnP,up_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.84653"
2,TnP,down_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.83531"
2,TnP,up_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.84975"
2,TnP,down_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.83503"
2,TnP,up_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.85002"
2,TnP,down_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.81241"
2,TnP,up_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.87264"
2,TnP,down_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.78764"
2,TnP,up_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.89741"
2,TnP,down_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.79645"
2,TnP,up_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.88861"
2,TnP,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95646"
2,TnP,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.83339"
2,TnP,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0795"
2,TnP,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.90422"
2,TnP,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0087"
2,TnP,down_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95325"
2,TnP,up_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95968"
2,TnP,down_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92997"
2,TnP,up_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98296"
2,TnP,down_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92342"
2,TnP,up_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98951"
2,TnP,down_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92481"
2,TnP,up_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98812"
2,TnP,down_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92144"
2,TnP,up_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99149"
2,TnP,down_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95623"
2,TnP,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.9567"
2,TnP,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92469"
2,TnP,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98824"
2,TnP,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92582"
2,TnP,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98711"
2,TnP,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.90005"
2,TnP,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0129"
2,TnP,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.90476"
2,TnP,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0082"
2,TnP,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.94147"
2,TnP,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.97146"
2,TnP,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75254"
2,TnP,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.56019"
2,TnP,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.94488"
2,TnP,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.66422"
2,TnP,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.84086"
2,TnP,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.70911"
2,TnP,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.79596"
2,TnP,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.71757"
2,TnP,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.78751"
2,TnP,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.74344"
2,TnP,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76163"
2,TnP,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.73148"
2,TnP,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.7736"
2,TnP,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.73716"
2,TnP,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76792"
2,TnP,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.74096"
2,TnP,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76412"
2,TnP,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.74333"
2,TnP,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76175"
2,TnP,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.74211"
2,TnP,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76296"
2,TnP,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.65049"
2,TnP,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.85459"
2,TnP,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.64641"
2,TnP,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.85867"
2,TnP,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.68701"
2,TnP,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.81806"
