cMVA;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TagCount,central,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.947" 
0,TagCount,up_statistic,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.964" 
0,TagCount,down_statistic,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.930" 
0,TagCount,up_flavFrac,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.910" 
0,TagCount,down_flavFrac,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.983" 
0,TagCount,up_backg,0,0.000,2.400,30.000,60.000,0.000,1.000,"1.025" 
0,TagCount,down_backg,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.882" 
0,TagCount,up_jer,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.951" 
0,TagCount,down_jer,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.946" 
0,TagCount,up_jes,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.957" 
0,TagCount,down_jes,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.946" 
0,TagCount,up_scale1,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.946" 
0,TagCount,down_scale1,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.949" 
0,TagCount,up_scale2,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.939" 
0,TagCount,down_scale2,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.953" 
0,TagCount,up,0,0.000,2.400,30.000,60.000,0.000,1.000,"1.024" 
0,TagCount,down,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.870" 
0,TagCount,central,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.923" 
0,TagCount,up_statistic,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.931" 
0,TagCount,down_statistic,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.915" 
0,TagCount,up_flavFrac,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.897" 
0,TagCount,down_flavFrac,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.948" 
0,TagCount,up_backg,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.941" 
0,TagCount,down_backg,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.905" 
0,TagCount,up_jer,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.924" 
0,TagCount,down_jer,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.923" 
0,TagCount,up_jes,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.925" 
0,TagCount,down_jes,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.924" 
0,TagCount,up_scale1,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.922" 
0,TagCount,down_scale1,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.924" 
0,TagCount,up_scale2,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.920" 
0,TagCount,down_scale2,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.925" 
0,TagCount,up,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.955" 
0,TagCount,down,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.890" 
0,TagCount,central,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.920" 
0,TagCount,up_statistic,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.934" 
0,TagCount,down_statistic,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.905" 
0,TagCount,up_flavFrac,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.888" 
0,TagCount,down_flavFrac,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.951" 
0,TagCount,up_backg,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.953" 
0,TagCount,down_backg,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.889" 
0,TagCount,up_jer,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.921" 
0,TagCount,down_jer,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.920" 
0,TagCount,up_jes,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.921" 
0,TagCount,down_jes,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.923" 
0,TagCount,up_scale1,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.916" 
0,TagCount,down_scale1,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.926" 
0,TagCount,up_scale2,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.930" 
0,TagCount,down_scale2,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.922" 
0,TagCount,up,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.966" 
0,TagCount,down,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.873" 
1,TagCount,central,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.914" 
1,TagCount,up_statistic,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.935" 
1,TagCount,down_statistic,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.892" 
1,TagCount,up_flavFrac,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.906" 
1,TagCount,down_flavFrac,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.921" 
1,TagCount,up_backg,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.988" 
1,TagCount,down_backg,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.851" 
1,TagCount,up_jer,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.917" 
1,TagCount,down_jer,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.913" 
1,TagCount,up_jes,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.923" 
1,TagCount,down_jes,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.912" 
1,TagCount,up_scale1,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.912" 
1,TagCount,down_scale1,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.915" 
1,TagCount,up_scale2,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.903" 
1,TagCount,down_scale2,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.918" 
1,TagCount,up,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.980" 
1,TagCount,down,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.847" 
1,TagCount,central,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.891" 
1,TagCount,up_statistic,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.902" 
1,TagCount,down_statistic,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.881" 
1,TagCount,up_flavFrac,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.886" 
1,TagCount,down_flavFrac,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.897" 
1,TagCount,up_backg,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.910" 
1,TagCount,down_backg,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.874" 
1,TagCount,up_jer,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.893" 
1,TagCount,down_jer,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.892" 
1,TagCount,up_jes,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.894" 
1,TagCount,down_jes,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.894" 
1,TagCount,up_scale1,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.890" 
1,TagCount,down_scale1,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.893" 
1,TagCount,up_scale2,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.890" 
1,TagCount,down_scale2,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.894" 
1,TagCount,up,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.913" 
1,TagCount,down,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.870" 
1,TagCount,central,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.873" 
1,TagCount,up_statistic,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.892" 
1,TagCount,down_statistic,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.854" 
1,TagCount,up_flavFrac,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.865" 
1,TagCount,down_flavFrac,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.881" 
1,TagCount,up_backg,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.903" 
1,TagCount,down_backg,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.846" 
1,TagCount,up_jer,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.875" 
