cMVA;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TagCount,down_jer,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.874" 
1,TagCount,up_jes,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.875" 
1,TagCount,down_jes,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.877" 
1,TagCount,up_scale1,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.869" 
1,TagCount,down_scale1,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.880" 
1,TagCount,up_scale2,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.886" 
1,TagCount,down_scale2,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.873" 
1,TagCount,up,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.908" 
1,TagCount,down,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.839" 
2,TagCount,central,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.843" 
2,TagCount,up_statistic,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.873" 
2,TagCount,down_statistic,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.812" 
2,TagCount,up_flavFrac,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.841" 
2,TagCount,down_flavFrac,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.845" 
2,TagCount,up_backg,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.906" 
2,TagCount,down_backg,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.791" 
2,TagCount,up_jer,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.846" 
2,TagCount,down_jer,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.842" 
2,TagCount,up_jes,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.852" 
2,TagCount,down_jes,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.841" 
2,TagCount,up_scale1,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.842" 
2,TagCount,down_scale1,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.844" 
2,TagCount,up_scale2,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.831" 
2,TagCount,down_scale2,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.849" 
2,TagCount,up,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.904" 
2,TagCount,down,0,0.000,2.400,30.000,60.000,0.000,1.000,"0.782" 
2,TagCount,central,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.856" 
2,TagCount,up_statistic,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.872" 
2,TagCount,down_statistic,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.841" 
2,TagCount,up_flavFrac,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.855" 
2,TagCount,down_flavFrac,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.858" 
2,TagCount,up_backg,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.874" 
2,TagCount,down_backg,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.840" 
2,TagCount,up_jer,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.858" 
2,TagCount,down_jer,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.856" 
2,TagCount,up_jes,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.859" 
2,TagCount,down_jes,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.859" 
2,TagCount,up_scale1,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.855" 
2,TagCount,down_scale1,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.858" 
2,TagCount,up_scale2,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.855" 
2,TagCount,down_scale2,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.859" 
2,TagCount,up,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.879" 
2,TagCount,down,0,0.000,2.400,60.000,120.000,0.000,1.000,"0.834" 
2,TagCount,central,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.866" 
2,TagCount,up_statistic,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.892" 
2,TagCount,down_statistic,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.838" 
2,TagCount,up_flavFrac,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.864" 
2,TagCount,down_flavFrac,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.867" 
2,TagCount,up_backg,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.901" 
2,TagCount,down_backg,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.833" 
2,TagCount,up_jer,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.867" 
2,TagCount,down_jer,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.866" 
2,TagCount,up_jes,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.867" 
2,TagCount,down_jes,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.870" 
2,TagCount,up_scale1,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.861" 
2,TagCount,down_scale1,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.873" 
2,TagCount,up_scale2,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.878" 
2,TagCount,down_scale2,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.867" 
2,TagCount,up,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.908" 
2,TagCount,down,0,0.000,2.400,120.000,320.000,0.000,1.000,"0.823" 

