cMVA;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TagCount,central,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.875" 
2,TagCount,up_statistic,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.906" 
2,TagCount,down_statistic,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.843" 
2,TagCount,up_flavFrac,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.874" 
2,TagCount,down_flavFrac,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.876" 
2,TagCount,up_backg,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.887" 
2,TagCount,down_backg,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.864" 
2,TagCount,up_jer,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.877" 
2,TagCount,down_jer,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.875" 
2,TagCount,up_jes,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.876" 
2,TagCount,down_jes,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.879" 
2,TagCount,up_scale1,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.871" 
2,TagCount,down_scale1,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.882" 
2,TagCount,up_ps,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.891" 
2,TagCount,down_ps,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.881" 
2,TagCount,up,0, 0.000,2.400,140.000,200.000,0.000,1.000,"0.909" 
2,TagCount,down,0,0.000,2.400,140.000,200.000,0.000,1.000,"0.841" 
2,TagCount,central,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.791" 
2,TagCount,up_statistic,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.855" 
2,TagCount,down_statistic,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.722" 
2,TagCount,up_flavFrac,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.790" 
2,TagCount,down_flavFrac,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.792" 
2,TagCount,up_backg,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.807" 
2,TagCount,down_backg,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.776" 
2,TagCount,up_jer,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.790" 
2,TagCount,down_jer,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.791" 
2,TagCount,up_jes,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.791" 
2,TagCount,down_jes,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.797" 
2,TagCount,up_scale1,0,0.000,2.400,200.000,300.000,0.000,1.000,"0.780" 
