OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,if,central,0,0.000,2.400,30.000,200.000,0.000,1.000,0.93
0,if,up_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.96	
0,if,down_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.90
0,if,up,0,0.000,2.400,30.000,200.000,0.000,1.000,0.96
0,if,down,0,0.000,2.400,30.000,200.000,0.000,1.000,0.90
1,if,central,0,0.000,2.400,30.000,200.000,0.000,1.000,0.87	
1,if,up_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.91	
1,if,down_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.83	
1,if,up,0,0.000,2.400,30.000,200.000,0.000,1.000,0.91	
1,if,down,0,0.000,2.400,30.000,200.000,0.000,1.000,0.83
2,if,central,0,0.000,2.400,30.000,200.000,0.000,1.000,0.84	
2,if,up_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.88	
2,if,down_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.81	
2,if,up,0,0.000,2.400,30.000,200.000,0.000,1.000,0.88
2,if,down,0,0.000,2.400,30.000,200.000,0.000,1.000,0.81
