cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, ptrel, up_ltempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.94121700525283813" 
1, ptrel, up_mudr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.96431261301040649" 
1, ptrel, up_mudr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.96212881803512573" 
1, ptrel, up_mudr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.97631597518920898" 
1, ptrel, up_mudr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.95701897144317627" 
1, ptrel, up_mudr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.95876598358154297" 
1, ptrel, up_mudr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.96631801128387451" 
1, ptrel, up_mudr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.95450198650360107" 
1, ptrel, up_mupt, 0, -2.4, 2.4, 30, 50, 0, 1, "0.95180380344390869" 
1, ptrel, up_mupt, 0, -2.4, 2.4, 50, 70, 0, 1, "0.95374798774719238" 
1, ptrel, up_mupt, 0, -2.4, 2.4, 70, 100, 0, 1, "0.96760600805282593" 
1, ptrel, up_mupt, 0, -2.4, 2.4, 100, 140, 0, 1, "0.94087797403335571" 
1, ptrel, up_mupt, 0, -2.4, 2.4, 140, 200, 0, 1, "0.9311860203742981" 
1, ptrel, up_mupt, 0, -2.4, 2.4, 200, 300, 0, 1, "0.94117802381515503" 
1, ptrel, up_mupt, 0, -2.4, 2.4, 300, 670, 0, 1, "0.92238301038742065" 
1, ptrel, up_statistic, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97724944353103638" 
1, ptrel, up_statistic, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97709709405899048" 
1, ptrel, up_statistic, 0, -2.4, 2.4, 70, 100, 0, 1, "0.9947705864906311" 
1, ptrel, up_statistic, 0, -2.4, 2.4, 100, 140, 0, 1, "0.97173988819122314" 
1, ptrel, up_statistic, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96217703819274902" 
1, ptrel, up_statistic, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98588299751281738" 
1, ptrel, up_statistic, 0, -2.4, 2.4, 300, 670, 0, 1, "1.006702184677124" 
2, ptrel, central, 0, -2.4, 2.4, 30, 50, 0, 1, "0.93727099895477295" 
2, ptrel, central, 0, -2.4, 2.4, 50, 70, 0, 1, "0.94868099689483643" 
2, ptrel, central, 0, -2.4, 2.4, 70, 100, 0, 1, "0.94681602716445923" 
2, ptrel, central, 0, -2.4, 2.4, 100, 140, 0, 1, "0.93461900949478149" 
2, ptrel, central, 0, -2.4, 2.4, 140, 200, 0, 1, "0.92200201749801636" 
2, ptrel, central, 0, -2.4, 2.4, 200, 300, 0, 1, "0.92237502336502075" 
2, ptrel, central, 0, -2.4, 2.4, 300, 670, 0, 1, "0.86614799499511719" 
2, ptrel, down, 0, -2.4, 2.4, 30, 50, 0, 1, "0.89617699384689331" 
2, ptrel, down, 0, -2.4, 2.4, 50, 70, 0, 1, "0.88632428646087646" 
2, ptrel, down, 0, -2.4, 2.4, 70, 100, 0, 1, "0.89031428098678589" 
2, ptrel, down, 0, -2.4, 2.4, 100, 140, 0, 1, "0.85528528690338135" 
2, ptrel, down, 0, -2.4, 2.4, 140, 200, 0, 1, "0.82240122556686401" 
2, ptrel, down, 0, -2.4, 2.4, 200, 300, 0, 1, "0.75428092479705811" 
2, ptrel, down, 0, -2.4, 2.4, 300, 670, 0, 1, "0.70784544944763184" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 30, 50, 0, 1, "0.95056700706481934" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 50, 70, 0, 1, "0.96979779005050659" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 70, 100, 0, 1, "0.95791506767272949" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 100, 140, 0, 1, "0.9569389820098877" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 140, 200, 0, 1, "0.95301902294158936" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 200, 300, 0, 1, "0.94109904766082764" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 300, 670, 0, 1, "0.8941119909286499" 
2, ptrel, down_btempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.91728860139846802" 
2, ptrel, down_btempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.92951297760009766" 
2, ptrel, down_btempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.94284307956695557" 
2, ptrel, down_btempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.92304402589797974" 
2, ptrel, down_btempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.92358702421188354" 
2, ptrel, down_btempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.91737103462219238" 
2, ptrel, down_btempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.80757600069046021" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 30, 50, 0, 1, "0.93618780374526978" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 50, 70, 0, 1, "0.94872421026229858" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 70, 100, 0, 1, "0.94801300764083862" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 100, 140, 0, 1, "0.93510299921035767" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 140, 200, 0, 1, "0.93328005075454712" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 200, 300, 0, 1, "0.96138602495193481" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 300, 670, 0, 1, "0.9001849889755249" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92285662889480591" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 50, 70, 0, 1, "0.92503941059112549" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 70, 100, 0, 1, "0.92894107103347778" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 100, 140, 0, 1, "0.93105798959732056" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 140, 200, 0, 1, "0.92469900846481323" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 200, 300, 0, 1, "0.87429702281951904" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 300, 670, 0, 1, "0.89632797241210938" 
2, ptrel, down_l2c, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92868059873580933" 
2, ptrel, down_l2c, 0, -2.4, 2.4, 50, 70, 0, 1, "0.94621378183364868" 
2, ptrel, down_l2c, 0, -2.4, 2.4, 70, 100, 0, 1, "0.95455598831176758" 
2, ptrel, down_l2c, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96019202470779419" 
2, ptrel, down_l2c, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96771001815795898" 
2, ptrel, down_l2c, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0124199390411377" 
2, ptrel, down_l2c, 0, -2.4, 2.4, 300, 670, 0, 1, "0.86614799499511719" 
2, ptrel, down_ltempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.95707100629806519" 
2, ptrel, down_ltempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.96862179040908813" 
2, ptrel, down_ltempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.965984046459198" 
2, ptrel, down_ltempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.95576202869415283" 
2, ptrel, down_ltempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.93546205759048462" 
2, ptrel, down_ltempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.9397120475769043" 
2, ptrel, down_ltempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.89125001430511475" 
2, ptrel, down_mudr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.94620376825332642" 
2, ptrel, down_mudr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.99022656679153442" 
2, ptrel, down_mudr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99386703968048096" 
2, ptrel, down_mudr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.98388403654098511" 
2, ptrel, down_mudr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.98268502950668335" 
2, ptrel, down_mudr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.95758098363876343" 
2, ptrel, down_mudr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.94472801685333252" 
2, ptrel, down_mupt, 0, -2.4, 2.4, 30, 50, 0, 1, "0.9554101824760437" 
2, ptrel, down_mupt, 0, -2.4, 2.4, 50, 70, 0, 1, "0.96762341260910034" 
2, ptrel, down_mupt, 0, -2.4, 2.4, 70, 100, 0, 1, "0.94681602716445923" 
2, ptrel, down_mupt, 0, -2.4, 2.4, 100, 140, 0, 1, "0.97990703582763672" 
2, ptrel, down_mupt, 0, -2.4, 2.4, 140, 200, 0, 1, "0.9749220609664917" 
2, ptrel, down_mupt, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0017460584640503" 
2, ptrel, down_mupt, 0, -2.4, 2.4, 300, 670, 0, 1, "0.96346598863601685" 
2, ptrel, down_statistic, 0, -2.4, 2.4, 30, 50, 0, 1, "0.93188327550888062" 
2, ptrel, down_statistic, 0, -2.4, 2.4, 50, 70, 0, 1, "0.94343423843383789" 
2, ptrel, down_statistic, 0, -2.4, 2.4, 70, 100, 0, 1, "0.93725520372390747" 
2, ptrel, down_statistic, 0, -2.4, 2.4, 100, 140, 0, 1, "0.92626965045928955" 
2, ptrel, down_statistic, 0, -2.4, 2.4, 140, 200, 0, 1, "0.91375988721847534" 
2, ptrel, down_statistic, 0, -2.4, 2.4, 200, 300, 0, 1, "0.83238190412521362" 
2, ptrel, down_statistic, 0, -2.4, 2.4, 300, 670, 0, 1, "0.81612831354141235" 
2, ptrel, up, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97836500406265259" 
2, ptrel, up, 0, -2.4, 2.4, 50, 70, 0, 1, "1.0110377073287964" 
2, ptrel, up, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0033178329467773" 
2, ptrel, up, 0, -2.4, 2.4, 100, 140, 0, 1, "1.0139527320861816" 
2, ptrel, up, 0, -2.4, 2.4, 140, 200, 0, 1, "1.0216027498245239" 
2, ptrel, up, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0904691219329834" 
2, ptrel, up, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0244505405426025" 
2, ptrel, up_bfragmentation, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92397499084472656" 
2, ptrel, up_bfragmentation, 0, -2.4, 2.4, 50, 70, 0, 1, "0.92756420373916626" 
2, ptrel, up_bfragmentation, 0, -2.4, 2.4, 70, 100, 0, 1, "0.93571698665618896" 
2, ptrel, up_bfragmentation, 0, -2.4, 2.4, 100, 140, 0, 1, "0.91229903697967529" 
2, ptrel, up_bfragmentation, 0, -2.4, 2.4, 140, 200, 0, 1, "0.89098501205444336" 
2, ptrel, up_bfragmentation, 0, -2.4, 2.4, 200, 300, 0, 1, "0.90365099906921387" 
2, ptrel, up_bfragmentation, 0, -2.4, 2.4, 300, 670, 0, 1, "0.83818399906158447" 
2, ptrel, up_btempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.95725339651107788" 
2, ptrel, up_btempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.9678490161895752" 
2, ptrel, up_btempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.95078897476196289" 
2, ptrel, up_btempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.94619399309158325" 
2, ptrel, up_btempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.92041701078414917" 
2, ptrel, up_btempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.92737901210784912" 
2, ptrel, up_btempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.92471998929977417" 
2, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 30, 50, 0, 1, "0.93835419416427612" 
2, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 50, 70, 0, 1, "0.94863778352737427" 
2, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 70, 100, 0, 1, "0.94561904668807983" 
2, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 100, 140, 0, 1, "0.93413501977920532" 
2, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 140, 200, 0, 1, "0.9107239842414856" 
2, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 200, 300, 0, 1, "0.88336402177810669" 
2, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 300, 670, 0, 1, "0.83211100101470947" 
2, ptrel, up_jetaway, 0, -2.4, 2.4, 30, 50, 0, 1, "0.95168536901473999" 
2, ptrel, up_jetaway, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97232258319854736" 
2, ptrel, up_jetaway, 0, -2.4, 2.4, 70, 100, 0, 1, "0.96469098329544067" 
2, ptrel, up_jetaway, 0, -2.4, 2.4, 100, 140, 0, 1, "0.93818002939224243" 
2, ptrel, up_jetaway, 0, -2.4, 2.4, 140, 200, 0, 1, "0.91930502653121948" 
2, ptrel, up_jetaway, 0, -2.4, 2.4, 200, 300, 0, 1, "0.97045302391052246" 
2, ptrel, up_jetaway, 0, -2.4, 2.4, 300, 670, 0, 1, "0.835968017578125" 
2, ptrel, up_l2c, 0, -2.4, 2.4, 30, 50, 0, 1, "0.94586139917373657" 
2, ptrel, up_l2c, 0, -2.4, 2.4, 50, 70, 0, 1, "0.95114821195602417" 
2, ptrel, up_l2c, 0, -2.4, 2.4, 70, 100, 0, 1, "0.93907606601715088" 
2, ptrel, up_l2c, 0, -2.4, 2.4, 100, 140, 0, 1, "0.9090459942817688" 
2, ptrel, up_l2c, 0, -2.4, 2.4, 140, 200, 0, 1, "0.87629401683807373" 
2, ptrel, up_l2c, 0, -2.4, 2.4, 200, 300, 0, 1, "0.83233004808425903" 
2, ptrel, up_l2c, 0, -2.4, 2.4, 300, 670, 0, 1, "0.86614799499511719" 
2, ptrel, up_ltempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.91747099161148071" 
2, ptrel, up_ltempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.92874020338058472" 
2, ptrel, up_ltempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.92764800786972046" 
2, ptrel, up_ltempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.91347599029541016" 
2, ptrel, up_ltempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.9085419774055481" 
2, ptrel, up_ltempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.90503799915313721" 
2, ptrel, up_ltempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.84104597568511963" 
2, ptrel, up_mudr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.92833822965621948" 
2, ptrel, up_mudr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.90713542699813843" 
2, ptrel, up_mudr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.8997650146484375" 
2, ptrel, up_mudr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.88535398244857788" 
2, ptrel, up_mudr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.86131900548934937" 
2, ptrel, up_mudr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.88716906309127808" 
2, ptrel, up_mudr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.78756797313690186" 
2, ptrel, up_mupt, 0, -2.4, 2.4, 30, 50, 0, 1, "0.9191318154335022" 
2, ptrel, up_mupt, 0, -2.4, 2.4, 50, 70, 0, 1, "0.92973858118057251" 
2, ptrel, up_mupt, 0, -2.4, 2.4, 70, 100, 0, 1, "0.94681602716445923" 
2, ptrel, up_mupt, 0, -2.4, 2.4, 100, 140, 0, 1, "0.88933098316192627" 
2, ptrel, up_mupt, 0, -2.4, 2.4, 140, 200, 0, 1, "0.86908197402954102" 
2, ptrel, up_mupt, 0, -2.4, 2.4, 200, 300, 0, 1, "0.84300398826599121" 
2, ptrel, up_mupt, 0, -2.4, 2.4, 300, 670, 0, 1, "0.76883000135421753" 
2, ptrel, up_statistic, 0, -2.4, 2.4, 30, 50, 0, 1, "0.94265872240066528" 
2, ptrel, up_statistic, 0, -2.4, 2.4, 50, 70, 0, 1, "0.95392775535583496" 
2, ptrel, up_statistic, 0, -2.4, 2.4, 70, 100, 0, 1, "0.95637685060501099" 
2, ptrel, up_statistic, 0, -2.4, 2.4, 100, 140, 0, 1, "0.94296836853027344" 
2, ptrel, up_statistic, 0, -2.4, 2.4, 140, 200, 0, 1, "0.93024414777755737" 
2, ptrel, up_statistic, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0123680830001831" 
2, ptrel, up_statistic, 0, -2.4, 2.4, 300, 670, 0, 1, "0.91616767644882202" 
