cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, ptrel, up, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0293492078781128" 
0, ptrel, up, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0872077941894531" 
0, ptrel, up_bfragmentation, 0, -2.4, 2.4, 30, 50, 0, 1, "0.98686259984970093" 
0, ptrel, up_bfragmentation, 0, -2.4, 2.4, 50, 70, 0, 1, "0.98593157529830933" 
0, ptrel, up_bfragmentation, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99950003623962402" 
0, ptrel, up_bfragmentation, 0, -2.4, 2.4, 100, 140, 0, 1, "0.97744697332382202" 
0, ptrel, up_bfragmentation, 0, -2.4, 2.4, 140, 200, 0, 1, "0.97886002063751221" 
0, ptrel, up_bfragmentation, 0, -2.4, 2.4, 200, 300, 0, 1, "0.99471902847290039" 
0, ptrel, up_bfragmentation, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0033799409866333" 
0, ptrel, up_btempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.98345303535461426" 
0, ptrel, up_btempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.98573321104049683" 
0, ptrel, up_btempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99672198295593262" 
0, ptrel, up_btempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.97709500789642334" 
0, ptrel, up_btempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.97851598262786865" 
0, ptrel, up_btempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98875099420547485" 
0, ptrel, up_btempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.96393197774887085" 
0, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 30, 50, 0, 1, "0.98761934041976929" 
0, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 50, 70, 0, 1, "0.98688679933547974" 
0, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99932003021240234" 
0, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 100, 140, 0, 1, "0.9760739803314209" 
0, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 140, 200, 0, 1, "0.97552293539047241" 
0, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98802495002746582" 
0, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 300, 670, 0, 1, "0.99015003442764282" 
0, ptrel, up_jetaway, 0, -2.4, 2.4, 30, 50, 0, 1, "0.99347370862960815" 
0, ptrel, up_jetaway, 0, -2.4, 2.4, 50, 70, 0, 1, "0.99388039112091064" 
0, ptrel, up_jetaway, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0041799545288086" 
0, ptrel, up_jetaway, 0, -2.4, 2.4, 100, 140, 0, 1, "0.98692601919174194" 
0, ptrel, up_jetaway, 0, -2.4, 2.4, 140, 200, 0, 1, "0.98801302909851074" 
0, ptrel, up_jetaway, 0, -2.4, 2.4, 200, 300, 0, 1, "1.010159969329834" 
0, ptrel, up_jetaway, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0389890670776367" 
0, ptrel, up_l2c, 0, -2.4, 2.4, 30, 50, 0, 1, "0.99089932441711426" 
0, ptrel, up_l2c, 0, -2.4, 2.4, 50, 70, 0, 1, "0.98797798156738281" 
0, ptrel, up_l2c, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99560999870300293" 
0, ptrel, up_l2c, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96848595142364502" 
0, ptrel, up_l2c, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96487092971801758" 
0, ptrel, up_l2c, 0, -2.4, 2.4, 200, 300, 0, 1, "0.96848595142364502" 
0, ptrel, up_l2c, 0, -2.4, 2.4, 300, 670, 0, 1, "0.97629201412200928" 
0, ptrel, up_ltempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97692018747329712" 
0, ptrel, up_ltempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.9755060076713562" 
0, ptrel, up_ltempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99015802145004272" 
0, ptrel, up_ltempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96844601631164551" 
0, ptrel, up_ltempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.97078901529312134" 
0, ptrel, up_ltempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98342198133468628" 
0, ptrel, up_ltempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.98224902153015137" 
0, ptrel, up_mudr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.9849202036857605" 
0, ptrel, up_mudr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.9841763973236084" 
0, ptrel, up_mudr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99262499809265137" 
0, ptrel, up_mudr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96791094541549683" 
0, ptrel, up_mudr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.97782093286514282" 
0, ptrel, up_mudr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98993897438049316" 
0, ptrel, up_mudr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.9559130072593689" 
0, ptrel, up_mupt, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97055542469024658" 
0, ptrel, up_mupt, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97171878814697266" 
0, ptrel, up_mupt, 0, -2.4, 2.4, 70, 100, 0, 1, "0.98851698637008667" 
0, ptrel, up_mupt, 0, -2.4, 2.4, 100, 140, 0, 1, "0.9639970064163208" 
0, ptrel, up_mupt, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96599501371383667" 
0, ptrel, up_mupt, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98001497983932495" 
0, ptrel, up_mupt, 0, -2.4, 2.4, 300, 670, 0, 1, "0.97260898351669312" 
0, ptrel, up_statistic, 0, -2.4, 2.4, 30, 50, 0, 1, "0.99029344320297241" 
0, ptrel, up_statistic, 0, -2.4, 2.4, 50, 70, 0, 1, "0.99019509553909302" 
0, ptrel, up_statistic, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0033286809921265" 
0, ptrel, up_statistic, 0, -2.4, 2.4, 100, 140, 0, 1, "0.98141974210739136" 
0, ptrel, up_statistic, 0, -2.4, 2.4, 140, 200, 0, 1, "0.98220092058181763" 
0, ptrel, up_statistic, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0001211166381836" 
0, ptrel, up_statistic, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0199328660964966" 
1, ptrel, central, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97403097152709961" 
1, ptrel, central, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97373199462890625" 
1, ptrel, central, 0, -2.4, 2.4, 70, 100, 0, 1, "0.98987197875976562" 
1, ptrel, central, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96634697914123535" 
1, ptrel, central, 0, -2.4, 2.4, 140, 200, 0, 1, "0.95653599500656128" 
1, ptrel, central, 0, -2.4, 2.4, 200, 300, 0, 1, "0.97432601451873779" 
1, ptrel, central, 0, -2.4, 2.4, 300, 670, 0, 1, "0.97589898109436035" 
1, ptrel, down, 0, -2.4, 2.4, 30, 50, 0, 1, "0.9424130916595459" 
1, ptrel, down, 0, -2.4, 2.4, 50, 70, 0, 1, "0.94146859645843506" 
1, ptrel, down, 0, -2.4, 2.4, 70, 100, 0, 1, "0.954833984375" 
1, ptrel, down, 0, -2.4, 2.4, 100, 140, 0, 1, "0.9288402795791626" 
1, ptrel, down, 0, -2.4, 2.4, 140, 200, 0, 1, "0.91346806287765503" 
1, ptrel, down, 0, -2.4, 2.4, 200, 300, 0, 1, "0.89848816394805908" 
1, ptrel, down, 0, -2.4, 2.4, 300, 670, 0, 1, "0.84759896993637085" 
1, ptrel, down_bfragmentation, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97680050134658813" 
1, ptrel, down_bfragmentation, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97973358631134033" 
1, ptrel, down_bfragmentation, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99282801151275635" 
1, ptrel, down_bfragmentation, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96995699405670166" 
1, ptrel, down_bfragmentation, 0, -2.4, 2.4, 140, 200, 0, 1, "0.95629698038101196" 
1, ptrel, down_bfragmentation, 0, -2.4, 2.4, 200, 300, 0, 1, "0.97179704904556274" 
1, ptrel, down_bfragmentation, 0, -2.4, 2.4, 300, 670, 0, 1, "0.95905297994613647" 
1, ptrel, down_btempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97903412580490112" 
1, ptrel, down_btempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97568559646606445" 
1, ptrel, down_btempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99492096900939941" 
1, ptrel, down_btempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96872496604919434" 
1, ptrel, down_btempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96085798740386963" 
1, ptrel, down_btempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98036301136016846" 
1, ptrel, down_btempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0045160055160522" 
1, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97414618730545044" 
1, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97489041090011597" 
1, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 70, 100, 0, 1, "0.99175101518630981" 
1, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96999698877334595" 
1, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96460402011871338" 
1, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 200, 300, 0, 1, "0.99108701944351196" 
1, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0282100439071655" 
1, ptrel, down_jetaway, 0, -2.4, 2.4, 30, 50, 0, 1, "0.96461498737335205" 
1, ptrel, down_jetaway, 0, -2.4, 2.4, 50, 70, 0, 1, "0.9603608250617981" 
1, ptrel, down_jetaway, 0, -2.4, 2.4, 70, 100, 0, 1, "0.97540396451950073" 
1, ptrel, down_jetaway, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96010994911193848" 
1, ptrel, down_jetaway, 0, -2.4, 2.4, 140, 200, 0, 1, "0.9452739953994751" 
1, ptrel, down_jetaway, 0, -2.4, 2.4, 200, 300, 0, 1, "0.94256103038787842" 
1, ptrel, down_jetaway, 0, -2.4, 2.4, 300, 670, 0, 1, "0.92680299282073975" 
1, ptrel, down_l2c, 0, -2.4, 2.4, 30, 50, 0, 1, "0.96882140636444092" 
1, ptrel, down_l2c, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97336077690124512" 
1, ptrel, down_l2c, 0, -2.4, 2.4, 70, 100, 0, 1, "0.9966769814491272" 
1, ptrel, down_l2c, 0, -2.4, 2.4, 100, 140, 0, 1, "0.98287898302078247" 
1, ptrel, down_l2c, 0, -2.4, 2.4, 140, 200, 0, 1, "0.98467200994491577" 
1, ptrel, down_l2c, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0273300409317017" 
1, ptrel, down_l2c, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0447309017181396" 
1, ptrel, down_ltempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.98991572856903076" 
1, ptrel, down_ltempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.99033039808273315" 
1, ptrel, down_ltempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0050619840621948" 
1, ptrel, down_ltempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.98360294103622437" 
1, ptrel, down_ltempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96969401836395264" 
1, ptrel, down_ltempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.99200904369354248" 
1, ptrel, down_ltempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0105810165405273" 
1, ptrel, down_mudr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.98374933004379272" 
1, ptrel, down_mudr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.98533517122268677" 
1, ptrel, down_mudr, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0034279823303223" 
1, ptrel, down_mudr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.97567498683929443" 
1, ptrel, down_mudr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.95430600643157959" 
1, ptrel, down_mudr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.98233401775360107" 
1, ptrel, down_mudr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.99729597568511963" 
1, ptrel, down_mupt, 0, -2.4, 2.4, 30, 50, 0, 1, "0.99625813961029053" 
1, ptrel, down_mupt, 0, -2.4, 2.4, 50, 70, 0, 1, "0.99371600151062012" 
1, ptrel, down_mupt, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0121380090713501" 
1, ptrel, down_mupt, 0, -2.4, 2.4, 100, 140, 0, 1, "0.99181598424911499" 
1, ptrel, down_mupt, 0, -2.4, 2.4, 140, 200, 0, 1, "0.98188596963882446" 
1, ptrel, down_mupt, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0074740648269653" 
1, ptrel, down_mupt, 0, -2.4, 2.4, 300, 670, 0, 1, "1.0294150114059448" 
1, ptrel, down_statistic, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97081249952316284" 
1, ptrel, down_statistic, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97036689519882202" 
1, ptrel, down_statistic, 0, -2.4, 2.4, 70, 100, 0, 1, "0.98497337102890015" 
1, ptrel, down_statistic, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96095407009124756" 
1, ptrel, down_statistic, 0, -2.4, 2.4, 140, 200, 0, 1, "0.95089495182037354" 
1, ptrel, down_statistic, 0, -2.4, 2.4, 200, 300, 0, 1, "0.9627690315246582" 
1, ptrel, down_statistic, 0, -2.4, 2.4, 300, 670, 0, 1, "0.94509577751159668" 
1, ptrel, up, 0, -2.4, 2.4, 30, 50, 0, 1, "1.0056488513946533" 
1, ptrel, up, 0, -2.4, 2.4, 50, 70, 0, 1, "1.0059953927993774" 
1, ptrel, up, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0249099731445312" 
1, ptrel, up, 0, -2.4, 2.4, 100, 140, 0, 1, "1.0038536787033081" 
1, ptrel, up, 0, -2.4, 2.4, 140, 200, 0, 1, "0.99960392713546753" 
1, ptrel, up, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0501638650894165" 
1, ptrel, up, 0, -2.4, 2.4, 300, 670, 0, 1, "1.1041989326477051" 
1, ptrel, up_bfragmentation, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97126144170761108" 
1, ptrel, up_bfragmentation, 0, -2.4, 2.4, 50, 70, 0, 1, "0.96773040294647217" 
1, ptrel, up_bfragmentation, 0, -2.4, 2.4, 70, 100, 0, 1, "0.9869159460067749" 
1, ptrel, up_bfragmentation, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96273696422576904" 
1, ptrel, up_bfragmentation, 0, -2.4, 2.4, 140, 200, 0, 1, "0.9567750096321106" 
1, ptrel, up_bfragmentation, 0, -2.4, 2.4, 200, 300, 0, 1, "0.97685497999191284" 
1, ptrel, up_bfragmentation, 0, -2.4, 2.4, 300, 670, 0, 1, "0.99274498224258423" 
1, ptrel, up_btempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.9690278172492981" 
1, ptrel, up_btempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97177839279174805" 
1, ptrel, up_btempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.98482298851013184" 
1, ptrel, up_btempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96396899223327637" 
1, ptrel, up_btempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.95221400260925293" 
1, ptrel, up_btempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.96828901767730713" 
1, ptrel, up_btempcorr, 0, -2.4, 2.4, 300, 670, 0, 1, "0.94728201627731323" 
1, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 30, 50, 0, 1, "0.97391575574874878" 
1, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97257357835769653" 
1, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 70, 100, 0, 1, "0.98799294233322144" 
1, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 100, 140, 0, 1, "0.96269696950912476" 
1, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 140, 200, 0, 1, "0.94846796989440918" 
1, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 200, 300, 0, 1, "0.95756500959396362" 
1, ptrel, up_gluonsplitting, 0, -2.4, 2.4, 300, 670, 0, 1, "0.92358797788619995" 
1, ptrel, up_jetaway, 0, -2.4, 2.4, 30, 50, 0, 1, "0.98344695568084717" 
1, ptrel, up_jetaway, 0, -2.4, 2.4, 50, 70, 0, 1, "0.9871031641960144" 
1, ptrel, up_jetaway, 0, -2.4, 2.4, 70, 100, 0, 1, "1.0043400526046753" 
1, ptrel, up_jetaway, 0, -2.4, 2.4, 100, 140, 0, 1, "0.97258400917053223" 
1, ptrel, up_jetaway, 0, -2.4, 2.4, 140, 200, 0, 1, "0.96779799461364746" 
1, ptrel, up_jetaway, 0, -2.4, 2.4, 200, 300, 0, 1, "1.0060909986495972" 
1, ptrel, up_jetaway, 0, -2.4, 2.4, 300, 670, 0, 1, "1.024994969367981" 
1, ptrel, up_l2c, 0, -2.4, 2.4, 30, 50, 0, 1, "0.9792405366897583" 
1, ptrel, up_l2c, 0, -2.4, 2.4, 50, 70, 0, 1, "0.97410321235656738" 
1, ptrel, up_l2c, 0, -2.4, 2.4, 70, 100, 0, 1, "0.98306697607040405" 
1, ptrel, up_l2c, 0, -2.4, 2.4, 100, 140, 0, 1, "0.94981497526168823" 
1, ptrel, up_l2c, 0, -2.4, 2.4, 140, 200, 0, 1, "0.92839998006820679" 
1, ptrel, up_l2c, 0, -2.4, 2.4, 200, 300, 0, 1, "0.9213220477104187" 
1, ptrel, up_l2c, 0, -2.4, 2.4, 300, 670, 0, 1, "0.90706700086593628" 
1, ptrel, up_ltempcorr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.95814621448516846" 
1, ptrel, up_ltempcorr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.95713359117507935" 
1, ptrel, up_ltempcorr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.97468197345733643" 
1, ptrel, up_ltempcorr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.94909101724624634" 
1, ptrel, up_ltempcorr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.94337797164916992" 
1, ptrel, up_ltempcorr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.95664298534393311" 
