kin ;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, kin, central, 0, -2.4, 2.4, 30, 50, 0, 1, "0.974129557610"
0, kin, central, 0, -2.4, 2.4, 50, 70, 0, 1, "0.986489892006"
0, kin, central, 0, -2.4, 2.4, 70, 100, 0, 1, "0.985564887524"
0, kin, central, 0, -2.4, 2.4, 100, 140, 0, 1, "0.982469975948"
0, kin, central, 0, -2.4, 2.4, 140, 200, 0, 1, "0.970242619514"
0, kin, central, 0, -2.4, 2.4, 200, 300, 0, 1, "0.956645429134"
0, kin, central, 0, -2.4, 2.4, 300, 600, 0, 1, "0.922726750374"
0, kin, down_jer, 0, -2.4, 2.4, 30, 50, 0, 1, "0.972181298495"
0, kin, down_jer, 0, -2.4, 2.4, 50, 70, 0, 1, "0.986401107916"
0, kin, down_jer, 0, -2.4, 2.4, 70, 100, 0, 1, "0.985505753631"
0, kin, down_jer, 0, -2.4, 2.4, 100, 140, 0, 1, "0.982440501849"
0, kin, down_jer, 0, -2.4, 2.4, 140, 200, 0, 1, "0.969951546728"
0, kin, down_jer, 0, -2.4, 2.4, 200, 300, 0, 1, "0.956559331045"
0, kin, down_jer, 0, -2.4, 2.4, 300, 600, 0, 1, "0.921896296299"
0, kin, down_qcdscale, 0, -2.4, 2.4, 30, 50, 0, 1, "0.972181298495"
0, kin, down_qcdscale, 0, -2.4, 2.4, 50, 70, 0, 1, "0.984516912222"
0, kin, down_qcdscale, 0, -2.4, 2.4, 70, 100, 0, 1, "0.984579322636"
0, kin, down_qcdscale, 0, -2.4, 2.4, 100, 140, 0, 1, "0.981487505972"
0, kin, down_qcdscale, 0, -2.4, 2.4, 140, 200, 0, 1, "0.969272376894"
0, kin, down_qcdscale, 0, -2.4, 2.4, 200, 300, 0, 1, "0.954732138276"
0, kin, down_qcdscale, 0, -2.4, 2.4, 300, 600, 0, 1, "0.921804023624"
0, kin, down_sel, 0, -2.4, 2.4, 30, 50, 0, 1, "0.973155428052"
0, kin, down_sel, 0, -2.4, 2.4, 50, 70, 0, 1, "0.985602051103"
0, kin, down_sel, 0, -2.4, 2.4, 70, 100, 0, 1, "0.985170661569"
0, kin, down_sel, 0, -2.4, 2.4, 100, 140, 0, 1, "0.982273481953"
0, kin, down_sel, 0, -2.4, 2.4, 140, 200, 0, 1, "0.969854522466"
0, kin, down_sel, 0, -2.4, 2.4, 200, 300, 0, 1, "0.956454100048"
0, kin, down_sel, 0, -2.4, 2.4, 300, 600, 0, 1, "0.922542205024"
0, kin, down_trig, 0, -2.4, 2.4, 30, 50, 0, 1, "0.973155428052"
0, kin, down_trig, 0, -2.4, 2.4, 50, 70, 0, 1, "0.985602051103"
0, kin, down_trig, 0, -2.4, 2.4, 70, 100, 0, 1, "0.985072105080"
0, kin, down_trig, 0, -2.4, 2.4, 100, 140, 0, 1, "0.982175234955"
0, kin, down_trig, 0, -2.4, 2.4, 140, 200, 0, 1, "0.969757498204"
0, kin, down_trig, 0, -2.4, 2.4, 200, 300, 0, 1, "0.956454100048"
0, kin, down_trig, 0, -2.4, 2.4, 300, 600, 0, 1, "0.922652932234"
0, kin, down_jes, 0, -2.4, 2.4, 30, 50, 0, 1, "0.973155428052"
0, kin, down_jes, 0, -2.4, 2.4, 50, 70, 0, 1, "0.986193945038"
