kin ;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, kin, central, 0, -2.4, 2.4, 30, 50 0, 1,  0.968579530716 
0, kin, central, 0, -2.4, 2.4, 50, 70 0, 1,  0.986612319946 
0, kin, central, 0, -2.4, 2.4, 70, 100 0, 1,  0.98835849762 
0, kin, central, 0, -2.4, 2.4, 100, 140 0, 1,  0.994344592094 
0, kin, central, 0, -2.4, 2.4, 140, 200 0, 1,  0.978860020638 
0, kin, central, 0, -2.4, 2.4, 200, 300 0, 1,  0.930304944515 
0, kin, central, 0, -2.4, 2.4, 300, 600 0, 1,  0.817384421825 
1, kin, central, 0, -2.4, 2.4, 30, 50 0, 1,  0.976503074169 
1, kin, central, 0, -2.4, 2.4, 50, 70 0, 1,  0.98278683424 
1, kin, central, 0, -2.4, 2.4, 70, 100 0, 1,  0.980216383934 
1, kin, central, 0, -2.4, 2.4, 100, 140 0, 1,  0.981258451939 
1, kin, central, 0, -2.4, 2.4, 140, 200 0, 1,  0.975064277649 
1, kin, central, 0, -2.4, 2.4, 200, 300 0, 1,  0.908501029015 
1, kin, central, 0, -2.4, 2.4, 300, 600 0, 1,  0.780582368374 
2, kin, central, 0, -2.4, 2.4, 30, 50 0, 1,  0.951286435127 
2, kin, central, 0, -2.4, 2.4, 50, 70 0, 1,  0.973982453346 
2, kin, central, 0, -2.4, 2.4, 70, 100 0, 1,  0.981343865395 
2, kin, central, 0, -2.4, 2.4, 100, 140 0, 1,  0.977039575577 
2, kin, central, 0, -2.4, 2.4, 140, 200 0, 1,  0.947520792484 
2, kin, central, 0, -2.4, 2.4, 200, 300 0, 1,  0.923813402653 
2, kin, central, 0, -2.4, 2.4, 300, 600 0, 1,  0.766641378403 
0 , kin, down_stat, 0, -2.4, 2.4, 30, 50, 0, 1, 0.963
0 , kin, up_stat, 0, -2.4, 2.4, 30, 50, 0, 1, 0.975
0 , kin, down_pileup, 0, -2.4, 2.4, 30, 50, 0, 1, 0.971
0 , kin, up_pileup, 0, -2.4, 2.4, 30, 50, 0, 1, 0.968
0 , kin, down_jer, 0, -2.4, 2.4, 30, 50, 0, 1, 0.971
0 , kin, up_jer, 0, -2.4, 2.4, 30, 50, 0, 1, 0.972
0 , kin, down_qcdscale, 0, -2.4, 2.4, 30, 50, 0, 1, 0.952
0 , kin, up_qcdscale, 0, -2.4, 2.4, 30, 50, 0, 1, 0.954
0 , kin, down_jes, 0, -2.4, 2.4, 30, 50, 0, 1, 0.968
0 , kin, up_jes, 0, -2.4, 2.4, 30, 50, 0, 1, 0.969
0 , kin, down_trig, 0, -2.4, 2.4, 30, 50, 0, 1, 0.969
0 , kin, up_trig, 0, -2.4, 2.4, 30, 50, 0, 1, 0.969
0 , kin, down_sel, 0, -2.4, 2.4, 30, 50, 0, 1, 0.969
0 , kin, up_sel, 0, -2.4, 2.4, 30, 50, 0, 1, 0.969
0 , kin, down_fsrDef, 0, -2.4, 2.4, 30, 50, 0, 1, 0.945
0 , kin, up_fsrDef, 0, -2.4, 2.4, 30, 50, 0, 1, 0.943
0 , kin, down_isrDef, 0, -2.4, 2.4, 30, 50, 0, 1, 0.945
0 , kin, up_isrDef, 0, -2.4, 2.4, 30, 50, 0, 1, 0.952
0 , kin, down_mistag, 0, -2.4, 2.4, 30, 50, 0, 1, 0.969
0 , kin, up_mistag, 0, -2.4, 2.4, 30, 50, 0, 1, 0.969
0 , kin, down_stat, 0, -2.4, 2.4, 50, 70, 0, 1, 0.982
0 , kin, up_stat, 0, -2.4, 2.4, 50, 70, 0, 1, 0.992
0 , kin, down_pileup, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, up_pileup, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, down_jer, 0, -2.4, 2.4, 50, 70, 0, 1, 0.986
0 , kin, up_jer, 0, -2.4, 2.4, 50, 70, 0, 1, 0.984
0 , kin, down_qcdscale, 0, -2.4, 2.4, 50, 70, 0, 1, 0.976
0 , kin, up_qcdscale, 0, -2.4, 2.4, 50, 70, 0, 1, 0.979
0 , kin, down_jes, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, up_jes, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, down_trig, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, up_trig, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, down_sel, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, up_sel, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, down_fsrDef, 0, -2.4, 2.4, 50, 70, 0, 1, 0.974
0 , kin, up_fsrDef, 0, -2.4, 2.4, 50, 70, 0, 1, 0.972
0 , kin, down_isrDef, 0, -2.4, 2.4, 50, 70, 0, 1, 0.975
0 , kin, up_isrDef, 0, -2.4, 2.4, 50, 70, 0, 1, 0.976
0 , kin, down_mistag, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, up_mistag, 0, -2.4, 2.4, 50, 70, 0, 1, 0.987
0 , kin, down_stat, 0, -2.4, 2.4, 70, 100, 0, 1, 0.983
0 , kin, up_stat, 0, -2.4, 2.4, 70, 100, 0, 1, 0.993
0 , kin, down_pileup, 0, -2.4, 2.4, 70, 100, 0, 1, 0.988
0 , kin, up_pileup, 0, -2.4, 2.4, 70, 100, 0, 1, 0.988
0 , kin, down_jer, 0, -2.4, 2.4, 70, 100, 0, 1, 0.986
0 , kin, up_jer, 0, -2.4, 2.4, 70, 100, 0, 1, 0.982
0 , kin, down_qcdscale, 0, -2.4, 2.4, 70, 100, 0, 1, 0.981
0 , kin, up_qcdscale, 0, -2.4, 2.4, 70, 100, 0, 1, 0.984
0 , kin, down_jes, 0, -2.4, 2.4, 70, 100, 0, 1, 0.989
0 , kin, up_jes, 0, -2.4, 2.4, 70, 100, 0, 1, 0.987
0 , kin, down_trig, 0, -2.4, 2.4, 70, 100, 0, 1, 0.988
0 , kin, up_trig, 0, -2.4, 2.4, 70, 100, 0, 1, 0.988
0 , kin, down_sel, 0, -2.4, 2.4, 70, 100, 0, 1, 0.988
0 , kin, up_sel, 0, -2.4, 2.4, 70, 100, 0, 1, 0.988
0 , kin, down_fsrDef, 0, -2.4, 2.4, 70, 100, 0, 1, 0.983
0 , kin, up_fsrDef, 0, -2.4, 2.4, 70, 100, 0, 1, 0.983
