OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, ptrel, central, 0, -2.4, 2.4, 19, 29, 0, 1, "0.89039599895477295" 
2, ptrel, central, 0, -2.4, 2.4, 29, 49, 0, 1, "0.87031501531600952" 
2, ptrel, central, 0, -2.4, 2.4, 48, 78, 0, 1, "0.87803202867507935" 
2, ptrel, central, 0, -2.4, 2.4, 79, 119, 0, 1, "0.91690999269485474" 
2, ptrel, central, 0, -2.4, 2.4, 118, 158, 0, 1, "0.82304799556732178" 
2, ptrel, down, 0, -2.4, 2.4, 19, 29, 0, 1, "0.89039599895477295-0.07790074497461319" 
2, ptrel, down, 0, -2.4, 2.4, 29, 49, 0, 1, "0.87031501531600952-0.095885217189788818" 
2, ptrel, down, 0, -2.4, 2.4, 48, 78, 0, 1, "0.87803202867507935-0.056021954864263535" 
2, ptrel, down, 0, -2.4, 2.4, 79, 119, 0, 1, "0.91690999269485474-0.054832868278026581" 
2, ptrel, down, 0, -2.4, 2.4, 118, 158, 0, 1, "0.82304799556732178-0.17935286462306976" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 19, 29, 0, 1, "0.89039599895477295-0.021461749449372292" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 29, 49, 0, 1, "0.87031501531600952-0.077402688562870026" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 48, 78, 0, 1, "0.87803202867507935-0.02477823942899704" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 79, 119, 0, 1, "0.91690999269485474-0.022400295361876488" 
2, ptrel, down_bfragmentation, 0, -2.4, 2.4, 118, 158, 0, 1, "0.82304799556732178-0.054132852703332901" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 19, 29, 0, 1, "0.89039599895477295-0.00037345613236539066" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 29, 49, 0, 1, "0.87031501531600952-0.0011532804928719997" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 48, 78, 0, 1, "0.87803202867507935-0.0035815190058201551" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 79, 119, 0, 1, "0.91690999269485474-0.0023586959578096867" 
2, ptrel, down_gluonsplitting, 0, -2.4, 2.4, 118, 158, 0, 1, "0.82304799556732178-0.00096025015227496624" 
2, ptrel, down_jetaway, 0, -2.4, 2.4, 19, 29, 0, 1, "0.89039599895477295-0.057345956563949585" 
