OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, ip3d, central, 0, -2.4, 2.4, 122, 162, 0, 1, "0.9583280086517334" 
0, ip3d, central, 0, -2.4, 2.4, 160, 320, 0, 1, "0.97302097082138062" 
0, ip3d, central, 0, -2.4, 2.4, 320, 600, 0, 1, "0.99133402109146118" 
0, ip3d, down, 0, -2.4, 2.4, 122, 162, 0, 1, "0.9583280086517334-0.031480979174375534" 
0, ip3d, down, 0, -2.4, 2.4, 160, 320, 0, 1, "0.97302097082138062-0.027035290375351906" 
0, ip3d, down, 0, -2.4, 2.4, 320, 600, 0, 1, "0.99133402109146118-0.10962370038032532" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 122, 162, 0, 1, "0.9583280086517334-0.011362799443304539" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 160, 320, 0, 1, "0.97302097082138062-0.0096768783405423164" 
0, ip3d, down_bfragmentation, 0, -2.4, 2.4, 320, 600, 0, 1, "0.99133402109146118-0.0144001180306077" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 122, 162, 0, 1, "0.9583280086517334-0" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 160, 320, 0, 1, "0.97302097082138062-0.00055524951312690973" 
0, ip3d, down_gluonsplitting, 0, -2.4, 2.4, 320, 600, 0, 1, "0.99133402109146118-0.00016724300803616643" 
0, ip3d, down_ipbias, 0, -2.4, 2.4, 122, 162, 0, 1, "0.9583280086517334-0.019424732774496078" 
0, ip3d, down_ipbias, 0, -2.4, 2.4, 160, 320, 0, 1, "0.97302097082138062-0.020243603736162186" 
0, ip3d, down_ipbias, 0, -2.4, 2.4, 320, 600, 0, 1, "0.99133402109146118-0.049041293561458588" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 122, 162, 0, 1, "0.9583280086517334-0.015472302213311195" 
0, ip3d, down_jetaway, 0, -2.4, 2.4, 160, 320, 0, 1, "0.97302097082138062-0.014204063452780247" 
