MVA;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnPH,up_bkg,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.94271"
0,TnPH,down_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.94633"
0,TnPH,up_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.93776"
0,TnPH,down_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.93868"
0,TnPH,up_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.93157"
0,TnPH,down_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.93885"
0,TnPH,up_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.93973"
0,TnPH,down_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.91875"
0,TnPH,up_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.94291"
0,TnPH,down_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.94993"
0,TnPH,up_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.92847"
0,TnPH,central,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93774"
0,TnPH,down,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91732"
0,TnPH,up,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.95817"
0,TnPH,down_statistic,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.92551"
0,TnPH,up_statistic,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.94997"
0,TnPH,down_met,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93423"
0,TnPH,up_met,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.92474"
0,TnPH,down_jes,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93572"
0,TnPH,up_jes,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93379"
0,TnPH,down_bkg,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.9368"
0,TnPH,up_bkg,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.9395"
0,TnPH,down_jer,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.94318"
0,TnPH,up_jer,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93204"
0,TnPH,down_pileup,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93423"
0,TnPH,up_pileup,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93031"
0,TnPH,down_topmass,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.94247"
0,TnPH,up_topmass,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93058"
0,TnPH,down_fsr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93781"
0,TnPH,up_fsr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.9428"
0,TnPH,down_isr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.94693"
0,TnPH,up_isr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.94183"
0,TnPH,central,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96145"
0,TnPH,down,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.92036"
0,TnPH,up,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"1.0025"
0,TnPH,down_statistic,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.94446"
0,TnPH,up_statistic,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.97844"
0,TnPH,down_met,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95921"
0,TnPH,up_met,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.93999"
0,TnPH,down_jes,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.9612"
0,TnPH,up_jes,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95347"
0,TnPH,down_bkg,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96063"
0,TnPH,up_bkg,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95982"
0,TnPH,down_jer,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96818"
0,TnPH,up_jer,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95431"
0,TnPH,down_pileup,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95921"
0,TnPH,up_pileup,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.9534"
0,TnPH,down_topmass,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95143"
0,TnPH,up_topmass,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95168"
0,TnPH,down_fsr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.99209"
0,TnPH,up_fsr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.98887"
0,TnPH,down_isr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.9551"
0,TnPH,up_isr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.94827"
0,TnPH,central,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.99583"
0,TnPH,down,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.92843"
0,TnPH,up,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0632"
0,TnPH,down_statistic,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.96659"
0,TnPH,up_statistic,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0251"
0,TnPH,down_met,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.9818"
0,TnPH,up_met,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.97557"
