MVA;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnPL,central,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.86938"
0,TnPL,down,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.81"
0,TnPL,up,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.92875"
0,TnPL,down_statistic,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.85255"
0,TnPL,up_statistic,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.8862"
0,TnPL,down_met,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.86983"
0,TnPL,up_met,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.85748"
0,TnPL,down_jes,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.88502"
0,TnPL,up_jes,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.85436"
0,TnPL,down_bkg,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.88656"
0,TnPL,up_bkg,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.84875"
0,TnPL,down_jer,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.87695"
0,TnPL,up_jer,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.85732"
0,TnPL,down_pileup,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.86983"
0,TnPL,up_pileup,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.8554"
0,TnPL,down_topmass,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90052"
0,TnPL,up_topmass,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.87288"
0,TnPL,down_fsr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.91137"
0,TnPL,up_fsr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.88623"
0,TnPL,down_isr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90835"
0,TnPL,up_isr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.88374"
0,TnPL,central,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.96169"
0,TnPL,down,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.9336"
0,TnPL,up,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.98978"
0,TnPL,down_statistic,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.94678"
0,TnPL,up_statistic,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.9766"
0,TnPL,down_met,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.95564"
0,TnPL,up_met,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.94998"
0,TnPL,down_jes,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.97842"
0,TnPL,up_jes,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.94777"
0,TnPL,down_bkg,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.96591"
0,TnPL,up_bkg,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.95971"
0,TnPL,down_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.96578"
0,TnPL,up_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.95738"
0,TnPL,down_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.95564"
0,TnPL,up_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.95367"
0,TnPL,down_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.96462"
0,TnPL,up_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.95014"
0,TnPL,down_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.96098"
0,TnPL,up_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.96021"
0,TnPL,down_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.97256"
0,TnPL,up_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.95361"
0,TnPL,central,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.96882"
