ComCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPH,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.048233"
2,TnPH,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.047915"
2,TnPH,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.047081"
2,TnPH,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045869"
2,TnPH,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.046451"
2,TnPH,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045384"
2,TnPH,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.047158"
2,TnPH,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044247"
2,TnPH,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.043174"
2,TnPH,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.043174"
2,TnPH,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.046083"
2,TnPH,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045935"
2,TnPH,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044883"
2,TnPH,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.046682"
2,TnPH,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.053351"
2,TnPH,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044168"
2,TnPH,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.05604"
2,TnPH,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045503"
2,TnPH,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.040079"
2,TnPH,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.038709"
2,TnPL,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044224"
2,TnPL,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.032695"
2,TnPL,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.055754"
2,TnPL,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.038348"
2,TnPL,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.050101"
2,TnPL,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045457"
2,TnPL,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045651"
2,TnPL,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.042747"
2,TnPL,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.046792"
2,TnPL,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044272"
2,TnPL,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044498"
2,TnPL,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.043489"
2,TnPL,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045907"
2,TnPL,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045077"
2,TnPL,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.043686"
2,TnPL,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045022"
2,TnPL,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.045022"
2,TnPL,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044402"
2,TnPL,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044516"
2,TnPL,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.044989"
2,TnPL,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.043847"
2,TnPL,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.0518"
2,TnPL,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.040589"
2,TnPL,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.052316"
2,TnPL,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.043119"
2,TnPL,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.047105"
2,TnPL,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.049907"
