JP;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnPH,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1773"
0,TnPH,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.99208"
0,TnPH,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.3626"
0,TnPH,down_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1011"
0,TnPH,up_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.2536"
0,TnPH,down_met,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.2018"
0,TnPH,up_met,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.261"
0,TnPH,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1877"
0,TnPH,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.2069"
0,TnPH,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1407"
0,TnPH,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1841"
0,TnPH,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1485"
0,TnPH,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.2137"
0,TnPH,down_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.2018"
0,TnPH,up_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.2347"
0,TnPH,down_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1073"
0,TnPH,up_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.1768"
0,TnPH,down_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.102"
0,TnPH,up_fsr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.2381"
0,TnPH,down_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0363"
0,TnPH,up_isr,0,-2.4,2.4,30.0,50.0,0.0,1.0,"1.0946"
0,TnPH,central,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3556"
0,TnPH,down,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.1959"
0,TnPH,up,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.5153"
0,TnPH,down_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.2704"
0,TnPH,up_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.4408"
0,TnPH,down_met,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.388"
0,TnPH,up_met,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.4292"
0,TnPH,down_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3536"
0,TnPH,up_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.4095"
0,TnPH,down_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3399"
0,TnPH,up_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3415"
0,TnPH,down_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3434"
0,TnPH,up_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3705"
0,TnPH,down_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.388"
0,TnPH,up_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.4074"
0,TnPH,down_topmass,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3563"
0,TnPH,up_topmass,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3804"
0,TnPH,down_fsr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.4315"
0,TnPH,up_fsr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.2613"
0,TnPH,down_isr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.3439"
0,TnPH,up_isr,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.4403"
0,TnPH,central,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2453"
0,TnPH,down,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.0317"
0,TnPH,up,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.4589"
0,TnPH,down_statistic,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.1517"
0,TnPH,up_statistic,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.3389"
0,TnPH,down_met,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2812"
0,TnPH,up_met,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.3308"
0,TnPH,down_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2777"
0,TnPH,up_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.3119"
0,TnPH,down_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2541"
0,TnPH,up_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2293"
0,TnPH,down_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2158"
0,TnPH,up_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2857"
0,TnPH,down_pileup,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2812"
0,TnPH,up_pileup,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.299"
0,TnPH,down_topmass,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2904"
0,TnPH,up_topmass,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.3083"
0,TnPH,down_fsr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.4371"
0,TnPH,up_fsr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.3141"
0,TnPH,down_isr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.2077"
0,TnPH,up_isr,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.3059"
0,TnPH,central,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3161"
0,TnPH,down,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.96772"
0,TnPH,up,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.6645"
0,TnPH,down_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1875"
0,TnPH,up_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.4447"
0,TnPH,down_met,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.316"
0,TnPH,up_met,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.4296"
0,TnPH,down_jes,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3106"
0,TnPH,up_jes,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3659"
0,TnPH,down_bkg,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3331"
0,TnPH,up_bkg,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.331"
0,TnPH,down_jer,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.2808"
0,TnPH,up_jer,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3439"
0,TnPH,down_pileup,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.316"
0,TnPH,up_pileup,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3649"
0,TnPH,down_topmass,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.362"
0,TnPH,up_topmass,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.2841"
0,TnPH,down_fsr,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.0162"
0,TnPH,up_fsr,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.0103"
0,TnPH,down_isr,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3676"
0,TnPH,up_isr,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3052"
0,TnPH,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.88329"
0,TnPH,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.38584"
0,TnPH,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.3807"
0,TnPH,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.68625"
0,TnPH,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0803"
0,TnPH,down_met,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92688"
0,TnPH,up_met,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0448"
0,TnPH,down_jes,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.9384"
0,TnPH,up_jes,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0265"
0,TnPH,down_bkg,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.89684"
0,TnPH,up_bkg,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.86078"
0,TnPH,down_jer,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92162"
0,TnPH,up_jer,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.88468"
0,TnPH,down_pileup,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.92688"
0,TnPH,up_pileup,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.94019"
0,TnPH,down_topmass,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.2448"
0,TnPH,up_topmass,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0227"
0,TnPH,down_fsr,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.86118"
0,TnPH,up_fsr,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.2064"
0,TnPH,down_isr,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98738"
0,TnPH,up_isr,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1876"
0,TnPH,central,0,-2.4,2.4,200.0,300.0,0.0,1.0,"1.4623"
0,TnPH,down,0,-2.4,2.4,200.0,300.0,0.0,1.0,"0.54722"
0,TnPH,up,0,-2.4,2.4,200.0,300.0,0.0,1.0,"2.3774"
0,TnPH,down_statistic,0,-2.4,2.4,200.0,300.0,0.0,1.0,"1.1191"
0,TnPH,up_statistic,0,-2.4,2.4,200.0,300.0,0.0,1.0,"1.8055"
0,TnPH,down_met,0,-2.4,2.4,200.0,300.0,0.0,1.0,"1.2647"
0,TnPH,up_met,0,-2.4,2.4,200.0,300.0,0.0,1.0,"1.1785"
0,TnPH,down_jes,0,-2.4,2.4,200.0,300.0,0.0,1.0,"1.3253"
