DeepFlavour;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnP,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.940222507132"
0,TnP,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.918496444519"
0,TnP,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.961948569744"
0,TnP,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939539279673"
0,TnP,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.94090573459"
0,TnP,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.938129045957"
0,TnP,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.942315968306"
0,TnP,down_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.940166984894"
0,TnP,up_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.940278029369"
0,TnP,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.938626805113"
0,TnP,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.94181820915"
0,TnP,down_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.918496444519"
0,TnP,up_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.961948569744"
0,TnP,down_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.938568728329"
0,TnP,up_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.941876285934"
0,TnP,down_hdamp,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939560647623"
0,TnP,up_hdamp,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.94088436664"
0,TnP,down_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.918715468197"
0,TnP,up_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.961729546066"
0,TnP,down_psscale,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939864349087"
0,TnP,up_psscale,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.940580665176"
0,TnP,down_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939114214237"
0,TnP,up_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.941330800026"
0,TnP,down_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939901910827"
0,TnP,up_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.940543103436"
0,TnP,down_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939980366592"
0,TnP,up_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.940464647671"
0,TnP,central,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.969436834736"
0,TnP,down,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.949401955008"
0,TnP,up,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.989471714463"
0,TnP,down_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.968642758473"
0,TnP,up_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.970230910999"
0,TnP,down_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.967946915655"
0,TnP,up_jes,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.970926753817"
0,TnP,down_bdecay,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.969402340119"
0,TnP,up_bdecay,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.969471329352"
0,TnP,down_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.9685010749"
0,TnP,up_bkg,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.970372594572"
0,TnP,down_ALL,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.949401955008"
0,TnP,up_ALL,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.989471714463"
0,TnP,down_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.96792865713"
0,TnP,up_mescales,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.970945012342"
0,TnP,down_hdamp,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.968510168218"
0,TnP,up_hdamp,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.970363501253"
0,TnP,down_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.949561110111"
0,TnP,up_statistic,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.989312559361"
0,TnP,down_psscale,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.968863568065"
0,TnP,up_psscale,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.970010101407"
0,TnP,down_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.969178801107"
0,TnP,up_pileup,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.969694868365"
0,TnP,down_topmass,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.969414937938"
0,TnP,up_topmass,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.969458731534"
0,TnP,down_tune,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.968531416874"
0,TnP,up_tune,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.970342252598"
0,TnP,central,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00106520698"
0,TnP,down,0,-2.4,2.4,70.0,100.0,0.0,1.0,"0.985528967416"
0,TnP,up,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01660144655"
0,TnP,down_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00086642803"
0,TnP,up_jer,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00126398593"
0,TnP,down_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00105495075"
0,TnP,up_jes,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00107546321"
0,TnP,down_bdecay,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00101679562"
0,TnP,up_bdecay,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00111361834"
0,TnP,down_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.0000549908"
0,TnP,up_bkg,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00207542316"
0,TnP,down_ALL,0,-2.4,2.4,70.0,100.0,0.0,1.0,"0.985528967416"
0,TnP,up_ALL,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01660144655"
0,TnP,down_mescales,0,-2.4,2.4,70.0,100.0,0.0,1.0,"0.999742495931"
0,TnP,up_mescales,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00238791803"
0,TnP,down_hdamp,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00050639984"
0,TnP,up_hdamp,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00162401412"
0,TnP,down_statistic,0,-2.4,2.4,70.0,100.0,0.0,1.0,"0.985720578478"
0,TnP,up_statistic,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.01640983548"
0,TnP,down_psscale,0,-2.4,2.4,70.0,100.0,0.0,1.0,"0.999613314969"
0,TnP,up_psscale,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00251709899"
0,TnP,down_pileup,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00027370141"
0,TnP,up_pileup,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00185671255"
0,TnP,down_topmass,0,-2.4,2.4,70.0,100.0,0.0,1.0,"0.999973342291"
0,TnP,up_topmass,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00215707167"
0,TnP,down_tune,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00084535965"
0,TnP,up_tune,0,-2.4,2.4,70.0,100.0,0.0,1.0,"1.00128505431"
0,TnP,central,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998176563259"
0,TnP,down,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.987707115048"
0,TnP,up,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.00864601147"
0,TnP,down_jer,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998067008612"
0,TnP,up_jer,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998286117907"
0,TnP,down_jes,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.997538247799"
0,TnP,up_jes,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.99881487872"
0,TnP,down_bdecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998149716088"
0,TnP,up_bdecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998203410431"
0,TnP,down_bkg,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.997840565603"
0,TnP,up_bkg,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998512560916"
0,TnP,down_ALL,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.987707115048"
0,TnP,up_ALL,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.00864601147"
0,TnP,down_mescales,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.997452336602"
0,TnP,up_mescales,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998900789917"
0,TnP,down_hdamp,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.99761412108"
0,TnP,up_hdamp,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998739005439"
0,TnP,down_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.987892067467"
0,TnP,up_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.00846105905"
0,TnP,down_psscale,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.996641008789"
0,TnP,up_psscale,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.99971211773"
0,TnP,down_pileup,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.997826833928"
0,TnP,up_pileup,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998526292591"
0,TnP,down_topmass,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.997588040267"
0,TnP,up_topmass,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998765086252"
0,TnP,down_tune,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.997754897493"
0,TnP,up_tune,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.998598229026"
0,TnP,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993280879057"
0,TnP,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.982698709858"
0,TnP,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.00386304826"
0,TnP,down_jer,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993230596408"
0,TnP,up_jer,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993331161706"
0,TnP,down_jes,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993096994726"
0,TnP,up_jes,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993464763388"
0,TnP,down_bdecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99325447157"
0,TnP,up_bdecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993307286544"
0,TnP,down_bkg,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99315752281"
0,TnP,up_bkg,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993404235304"
0,TnP,down_ALL,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.982698709858"
0,TnP,up_ALL,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.00386304826"
0,TnP,down_mescales,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993145120141"
0,TnP,up_mescales,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993416637973"
0,TnP,down_hdamp,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.992686772331"
0,TnP,up_hdamp,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993874985783"
0,TnP,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.9827371469"
0,TnP,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.00382461121"
0,TnP,down_psscale,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.992863881532"
0,TnP,up_psscale,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993697876582"
0,TnP,down_pileup,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.992895918411"
0,TnP,up_pileup,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993665839703"
0,TnP,down_topmass,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993056591526"
0,TnP,up_topmass,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993505166588"
0,TnP,down_tune,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993149513538"
0,TnP,up_tune,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.993412244576"
1,TnP,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.914326555961"
1,TnP,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.889225838021"
1,TnP,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939427273901"
1,TnP,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.91305636412"
1,TnP,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.915596747802"
1,TnP,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.912834403933"
1,TnP,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.915818707989"
1,TnP,down_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.914093738431"
1,TnP,up_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.914559373491"
1,TnP,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.911867705319"
1,TnP,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.916785406603"
1,TnP,down_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.889225838021"
1,TnP,up_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.939427273901"
