DeepFlavourC;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnP,central,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.88026560543"
2,TnP,down,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.847704757894"
2,TnP,up,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.912826452967"
2,TnP,down_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.874965826916"
2,TnP,up_jer,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.885565383944"
2,TnP,down_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.874968101394"
2,TnP,up_jes,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.885563109467"
2,TnP,down_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.879885558754"
2,TnP,up_bdecay,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.880645652107"
2,TnP,down_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.878484970651"
2,TnP,up_bkg,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.882046240209"
2,TnP,down_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.847704757894"
2,TnP,up_ALL,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.912826452967"
2,TnP,down_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.87690321473"
2,TnP,up_mescales,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.88362799613"
2,TnP,down_hdamp,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.879872797982"
2,TnP,up_hdamp,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.880658412879"
2,TnP,down_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.848847167837"
2,TnP,up_statistic,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.911684043023"
2,TnP,down_psscale,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.876806032619"
2,TnP,up_psscale,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.883725178242"
2,TnP,down_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.875337244028"
2,TnP,up_pileup,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.885193966832"
2,TnP,down_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.878147009967"
2,TnP,up_topmass,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.882384200893"
2,TnP,down_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.879472783333"
2,TnP,up_tune,0,-2.4,2.4,30.0,50.0,0.0,1.0,"0.881058427527"
2,TnP,central,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.966485469305"
2,TnP,down,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.932307513134"
2,TnP,up,0,-2.4,2.4,50.0,70.0,0.0,1.0,"1.00066342548"
2,TnP,down_jer,0,-2.4,2.4,50.0,70.0,0.0,1.0,"0.96147953348"
