OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, central, 1, -2.4, 2.4, 25, 200, 0, 1, "(7.00754e-05*x)+0.927649" 
0, comb, down, 1, -2.4, 2.4, 25, 35, 0, 1, "(7.00754e-05*x)+(0.927649-0.031823277473449707)" 
0, comb, down, 1, -2.4, 2.4, 35, 50, 0, 1, "(7.00754e-05*x)+(0.927649-0.049768947064876556)" 
0, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(7.00754e-05*x)+(0.927649-0.042706232517957687)" 
0, comb, down, 1, -2.4, 2.4, 70, 200, 0, 1, "(7.00754e-05*x)+(0.927649-0.048973064869642258)" 
0, comb, up, 1, -2.4, 2.4, 25, 35, 0, 1, "((7.00754e-05*x)+0.927649)+0.031823277473449707" 
0, comb, up, 1, -2.4, 2.4, 35, 50, 0, 1, "((7.00754e-05*x)+0.927649)+0.049768947064876556" 
0, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "((7.00754e-05*x)+0.927649)+0.042706232517957687" 
0, comb, up, 1, -2.4, 2.4, 70, 200, 0, 1, "((7.00754e-05*x)+0.927649)+0.048973064869642258" 
1, comb, central, 1, -2.4, 2.4, 25, 200, 0, 1, "(-(0.00049047*x))+0.95547" 
1, comb, down, 1, -2.4, 2.4, 25, 35, 0, 1, "(-(0.00049047*x))+(0.95547-0.044072523713111877)" 
1, comb, down, 1, -2.4, 2.4, 35, 50, 0, 1, "(-(0.00049047*x))+(0.95547-0.06398579478263855)" 
1, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(-(0.00049047*x))+(0.95547-0.056198697537183762)" 
1, comb, down, 1, -2.4, 2.4, 70, 200, 0, 1, "(-(0.00049047*x))+(0.95547-0.066381961107254028)" 
1, comb, up, 1, -2.4, 2.4, 25, 35, 0, 1, "((-(0.00049047*x))+0.95547)+0.044072523713111877" 
1, comb, up, 1, -2.4, 2.4, 35, 50, 0, 1, "((-(0.00049047*x))+0.95547)+0.06398579478263855" 
1, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "((-(0.00049047*x))+0.95547)+0.056198697537183762" 
1, comb, up, 1, -2.4, 2.4, 70, 200, 0, 1, "((-(0.00049047*x))+0.95547)+0.066381961107254028" 
2, comb, central, 1, -2.4, 2.4, 25, 200, 0, 1, "(-(0.00353588*x))+1.35959" 
2, comb, down, 1, -2.4, 2.4, 25, 35, 0, 1, "(-(0.00353588*x))+(1.35959-0.16420735418796539)" 
2, comb, down, 1, -2.4, 2.4, 35, 50, 0, 1, "(-(0.00353588*x))+(1.35959-0.14977455139160156)" 
2, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(-(0.00353588*x))+(1.35959-0.22240616381168365)" 
2, comb, down, 1, -2.4, 2.4, 70, 200, 0, 1, "(-(0.00353588*x))+(1.35959-0.26096868515014648)" 
2, comb, up, 1, -2.4, 2.4, 25, 35, 0, 1, "((-(0.00353588*x))+1.35959)+0.16420735418796539" 
2, comb, up, 1, -2.4, 2.4, 35, 50, 0, 1, "((-(0.00353588*x))+1.35959)+0.14977455139160156" 
2, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "((-(0.00353588*x))+1.35959)+0.22240616381168365" 
2, comb, up, 1, -2.4, 2.4, 70, 200, 0, 1, "((-(0.00353588*x))+1.35959)+0.26096868515014648" 
