kin ;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, kin, central, 0, -2.4, 2.4, 30, 50, 0, 1, "0.981253743172"
0, kin, central, 0, -2.4, 2.4, 50, 70, 0, 1, "0.978910565376"
0, kin, central, 0, -2.4, 2.4, 70, 100, 0, 1, "0.975971639156"
0, kin, central, 0, -2.4, 2.4, 100, 140, 0, 1, "0.965871155262"
0, kin, central, 0, -2.4, 2.4, 140, 200, 0, 1, "0.954353690147"
0, kin, central, 0, -2.4, 2.4, 200, 300, 0, 1, "0.939316987991"
0, kin, central, 0, -2.4, 2.4, 300, 600, 0, 1, "0.870733618736"
0, kin, down_jer, 0, -2.4, 2.4, 30, 50, 0, 1, "0.977328728199"
0, kin, down_jer, 0, -2.4, 2.4, 50, 70, 0, 1, "0.978881198059"
0, kin, down_jer, 0, -2.4, 2.4, 70, 100, 0, 1, "0.975913080858"
0, kin, down_jer, 0, -2.4, 2.4, 100, 140, 0, 1, "0.965822861704"
0, kin, down_jer, 0, -2.4, 2.4, 140, 200, 0, 1, "0.954162819409"
0, kin, down_jer, 0, -2.4, 2.4, 200, 300, 0, 1, "0.939223056292"
0, kin, down_jer, 0, -2.4, 2.4, 300, 600, 0, 1, "0.870124105203"
0, kin, down_qcdscale, 0, -2.4, 2.4, 30, 50, 0, 1, "0.978309981942"
0, kin, down_qcdscale, 0, -2.4, 2.4, 50, 70, 0, 1, "0.978225327980"
0, kin, down_qcdscale, 0, -2.4, 2.4, 70, 100, 0, 1, "0.973043724239"
0, kin, down_qcdscale, 0, -2.4, 2.4, 100, 140, 0, 1, "0.965677981031"
0, kin, down_qcdscale, 0, -2.4, 2.4, 140, 200, 0, 1, "0.952444982767"
0, kin, down_qcdscale, 0, -2.4, 2.4, 200, 300, 0, 1, "0.937438354015"
0, kin, down_qcdscale, 0, -2.4, 2.4, 300, 600, 0, 1, "0.866379950642"
0, kin, down_sel, 0, -2.4, 2.4, 30, 50, 0, 1, "0.980272489429"
0, kin, down_sel, 0, -2.4, 2.4, 50, 70, 0, 1, "0.977931654811"
0, kin, down_sel, 0, -2.4, 2.4, 70, 100, 0, 1, "0.975190861845"
0, kin, down_sel, 0, -2.4, 2.4, 100, 140, 0, 1, "0.965581393915"
0, kin, down_sel, 0, -2.4, 2.4, 140, 200, 0, 1, "0.953971948671"
