kin;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, kin, central, 0, -2.4, 2.4, 30, 50, 0, 1, "0.937878727913"
0, kin, central, 0, -2.4, 2.4, 50, 70, 0, 1, "0.946217894554"
0, kin, central, 0, -2.4, 2.4, 70, 100, 0, 1, "0.942628204823"
0, kin, central, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949869692326"
0, kin, central, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939830482006"
0, kin, central, 0, -2.4, 2.4, 200, 300, 0, 1, "0.910174727440"
0, kin, central, 0, -2.4, 2.4, 300, 600, 0, 1, "0.872694313526"
0, kin, down_jer, 0, -2.4, 2.4, 30, 50, 0, 1, "0.935065091729"
0, kin, down_jer, 0, -2.4, 2.4, 50, 70, 0, 1, "0.946151659301"
0, kin, down_jer, 0, -2.4, 2.4, 70, 100, 0, 1, "0.942571647131"
0, kin, down_jer, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949822198841"
0, kin, down_jer, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939774092177"
0, kin, down_jer, 0, -2.4, 2.4, 200, 300, 0, 1, "0.910156523945"
0, kin, down_jer, 0, -2.4, 2.4, 300, 600, 0, 1, "0.870948924899"
0, kin, down_qcdscale, 0, -2.4, 2.4, 30, 50, 0, 1, "0.937409788549"
0, kin, down_qcdscale, 0, -2.4, 2.4, 50, 70, 0, 1, "0.945744785607"
0, kin, down_qcdscale, 0, -2.4, 2.4, 70, 100, 0, 1, "0.941874102259"
0, kin, down_qcdscale, 0, -2.4, 2.4, 100, 140, 0, 1, "0.948919822634"
0, kin, down_qcdscale, 0, -2.4, 2.4, 140, 200, 0, 1, "0.937950821042"
0, kin, down_qcdscale, 0, -2.4, 2.4, 200, 300, 0, 1, "0.908354377985"
0, kin, down_qcdscale, 0, -2.4, 2.4, 300, 600, 0, 1, "0.872519774663"
0, kin, down_sel, 0, -2.4, 2.4, 30, 50, 0, 1, "0.936002970457"
0, kin, down_sel, 0, -2.4, 2.4, 50, 70, 0, 1, "0.945271676659"
0, kin, down_sel, 0, -2.4, 2.4, 70, 100, 0, 1, "0.941685576618"
0, kin, down_sel, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949204783541"
0, kin, down_sel, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939360566765"
0, kin, down_sel, 0, -2.4, 2.4, 200, 300, 0, 1, "0.909719640076"
0, kin, down_sel, 0, -2.4, 2.4, 300, 600, 0, 1, "0.872257966369"
0, kin, down_trig, 0, -2.4, 2.4, 30, 50, 0, 1, "0.936002970457"
0, kin, down_trig, 0, -2.4, 2.4, 50, 70, 0, 1, "0.945271676659"
0, kin, down_trig, 0, -2.4, 2.4, 70, 100, 0, 1, "0.941685576618"
0, kin, down_trig, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949204783541"
0, kin, down_trig, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939360566765"
0, kin, down_trig, 0, -2.4, 2.4, 200, 300, 0, 1, "0.909810657549"
0, kin, down_trig, 0, -2.4, 2.4, 300, 600, 0, 1, "0.872519774663"
0, kin, down_jes, 0, -2.4, 2.4, 30, 50, 0, 1, "0.936002970457"
0, kin, down_jes, 0, -2.4, 2.4, 50, 70, 0, 1, "0.945460920238"
0, kin, down_jes, 0, -2.4, 2.4, 70, 100, 0, 1, "0.942251153541"
0, kin, down_jes, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949822198841"
0, kin, down_jes, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939548532861"
0, kin, down_jes, 0, -2.4, 2.4, 200, 300, 0, 1, "0.909901675022"
0, kin, down_jes, 0, -2.4, 2.4, 300, 600, 0, 1, "0.870948924899"
0, kin, down_mistag, 0, -2.4, 2.4, 30, 50, 0, 1, "0.930375698090"
0, kin, down_mistag, 0, -2.4, 2.4, 50, 70, 0, 1, "0.942433022976"
0, kin, down_mistag, 0, -2.4, 2.4, 70, 100, 0, 1, "0.939800320209"
0, kin, down_mistag, 0, -2.4, 2.4, 100, 140, 0, 1, "0.947969952941"
0, kin, down_mistag, 0, -2.4, 2.4, 140, 200, 0, 1, "0.937010990560"
0, kin, down_mistag, 0, -2.4, 2.4, 200, 300, 0, 1, "0.906534028530"
0, kin, down_mistag, 0, -2.4, 2.4, 300, 600, 0, 1, "0.855240427255"
0, kin, down_pileup, 0, -2.4, 2.4, 30, 50, 0, 1, "0.936002970457"
0, kin, down_pileup, 0, -2.4, 2.4, 50, 70, 0, 1, "0.945271676659"
0, kin, down_pileup, 0, -2.4, 2.4, 70, 100, 0, 1, "0.941685576618"
0, kin, down_pileup, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949204783541"
0, kin, down_pileup, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939360566765"
0, kin, down_pileup, 0, -2.4, 2.4, 200, 300, 0, 1, "0.909810657549"
0, kin, down_pileup, 0, -2.4, 2.4, 300, 600, 0, 1, "0.872519774663"
0, kin, down_isr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.935065091729"
0, kin, down_isr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.944325458765"
0, kin, down_isr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.941685576618"
0, kin, down_isr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949204783541"
0, kin, down_isr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939266583717"
0, kin, down_isr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.909810657549"
0, kin, down_isr, 0, -2.4, 2.4, 300, 600, 0, 1, "0.866585453331"
0, kin, down_fsr, 0, -2.4, 2.4, 30, 50, 0, 1, "0.936002970457"
0, kin, down_fsr, 0, -2.4, 2.4, 50, 70, 0, 1, "0.944325458765"
0, kin, down_fsr, 0, -2.4, 2.4, 70, 100, 0, 1, "0.940742948413"
0, kin, down_fsr, 0, -2.4, 2.4, 100, 140, 0, 1, "0.947969952941"
0, kin, down_fsr, 0, -2.4, 2.4, 140, 200, 0, 1, "0.937950821042"
0, kin, down_fsr, 0, -2.4, 2.4, 200, 300, 0, 1, "0.909719640076"
0, kin, down_fsr, 0, -2.4, 2.4, 300, 600, 0, 1, "0.869203536272"
0, kin, up_jer, 0, -2.4, 2.4, 30, 50, 0, 1, "0.938347667277"
0, kin, up_jer, 0, -2.4, 2.4, 50, 70, 0, 1, "0.946221679426"
0, kin, up_jer, 0, -2.4, 2.4, 70, 100, 0, 1, "0.942722467643"
0, kin, up_jer, 0, -2.4, 2.4, 100, 140, 0, 1, "0.949907687114"
0, kin, up_jer, 0, -2.4, 2.4, 140, 200, 0, 1, "0.939905668445"
0, kin, up_jer, 0, -2.4, 2.4, 200, 300, 0, 1, "0.910211134429"
0, kin, up_jer, 0, -2.4, 2.4, 300, 600, 0, 1, "0.873567007840"
0, kin, up_qcdscale, 0, -2.4, 2.4, 30, 50, 0, 1, "0.939754485369"
0, kin, up_qcdscale, 0, -2.4, 2.4, 50, 70, 0, 1, "0.947164112449"
0, kin, up_qcdscale, 0, -2.4, 2.4, 70, 100, 0, 1, "0.943570833028"
0, kin, up_qcdscale, 0, -2.4, 2.4, 100, 140, 0, 1, "0.950819562018"
0, kin, up_qcdscale, 0, -2.4, 2.4, 140, 200, 0, 1, "0.941710142970"
0, kin, up_qcdscale, 0, -2.4, 2.4, 200, 300, 0, 1, "0.911995076895"
0, kin, up_qcdscale, 0, -2.4, 2.4, 300, 600, 0, 1, "0.881421256661"
0, kin, up_sel, 0, -2.4, 2.4, 30, 50, 0, 1, "0.939754485369"
0, kin, up_sel, 0, -2.4, 2.4, 50, 70, 0, 1, "0.947164112449"
0, kin, up_sel, 0, -2.4, 2.4, 70, 100, 0, 1, "0.943476570207"
0, kin, up_sel, 0, -2.4, 2.4, 100, 140, 0, 1, "0.950534601111"
0, kin, up_sel, 0, -2.4, 2.4, 140, 200, 0, 1, "0.940300397247"
0, kin, up_sel, 0, -2.4, 2.4, 200, 300, 0, 1, "0.910538797331"
0, kin, up_sel, 0, -2.4, 2.4, 300, 600, 0, 1, "0.872868852389"
0, kin, up_trig, 0, -2.4, 2.4, 30, 50, 0, 1, "0.939754485369"
0, kin, up_trig, 0, -2.4, 2.4, 50, 70, 0, 1, "0.947164112449"
0, kin, up_trig, 0, -2.4, 2.4, 70, 100, 0, 1, "0.943476570207"
0, kin, up_trig, 0, -2.4, 2.4, 100, 140, 0, 1, "0.950534601111"
0, kin, up_trig, 0, -2.4, 2.4, 140, 200, 0, 1, "0.940300397247"
0, kin, up_trig, 0, -2.4, 2.4, 200, 300, 0, 1, "0.910538797331"
0, kin, up_trig, 0, -2.4, 2.4, 300, 600, 0, 1, "0.872868852389"
0, kin, up_jes, 0, -2.4, 2.4, 30, 50, 0, 1, "0.946319636464"
0, kin, up_jes, 0, -2.4, 2.4, 50, 70, 0, 1, "0.946974868870"
0, kin, up_jes, 0, -2.4, 2.4, 70, 100, 0, 1, "0.943005256105"
